children_wh_valid_scores_count_2018, development_at_risk_count_2018, development_at_risk_perc_2018, development_at_risk_count_2015, development_at_risk_perc_2012, development_vulnerable_perc_2009, development_at_risk_perc_2015, development_on_track_perc_2009, development_at_risk_count_2012, development_on_track_count_2012, name, development_on_track_count_2009, development_vulnerable_count_2009, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_at_risk_count_2009, code, development_vulnerable_perc_2012, development_at_risk_perc_2009, development_on_track_count_2015, development_vulnerable_count_2015, development_vulnerable_count_2012, development_on_track_count_2018, children_wh_valid_scores_count_2012, sa2_main16, development_on_track_perc_2012, children_wh_valid_scores_count_2015, development_on_track_perc_2015, development_vulnerable_count_2018, development_on_track_perc_2018
101,9,8.910892,26,13.043478,8.791209,21.311476,75.82417,15,89,"Epping - South",69,8,91,9.836065,8.910892,14,"21432",9.565217,15.384615,84,12,11,83,115,"209041432",77.391304,122,68.85246,9,82.178215
60,9,15.0,11,7.894737,7.9365077,18.644068,80.95238,6,63,"Bundoora - North",51,5,63,1.6949153,6.6666665,7,"21216",9.210526,11.111111,47,1,7,47,76,"209041216",82.89474,59,79.66102,4,78.333336
261,37,14.176245,35,15.789474,14.583333,16.587677,79.166664,18,85,"Epping - West",38,7,48,8.530806,9.195402,3,"21433",9.649123,6.25,158,18,11,200,114,"209041433",74.5614,211,74.881516,24,76.62835
208,24,11.538462,23,7.7981653,5.298013,12.707182,82.1192,17,195,"South Morang (North)",124,8,151,7.1823206,6.730769,19,"21435",2.7522936,12.582782,145,13,6,170,218,"209041435",89.44954,181,80.1105,14,81.73077
164,23,14.02439,58,12.719298,7.894737,32.58427,80.07519,29,183,"Mill Park - North",213,21,266,6.741573,6.097561,32,"21220",7.017544,12.030075,108,12,16,131,228,"209041220",80.26316,178,60.674156,10,79.87805
124,12,9.67742,31,13.076923,5.732484,26.956522,85.98726,17,99,"Mill Park - South",135,9,157,11.304348,12.096774,13,"21221",10.769231,8.280254,71,13,14,97,130,"209041221",76.15385,115,61.739132,15,78.22581
199,24,12.060302,26,15.714286,11.111111,12.621359,80.19324,33,155,"Thomastown",166,23,207,9.223301,10.552764,18,"21223",10.476191,8.695652,161,19,22,154,210,"209041223",73.809525,206,78.15534,21,77.38693
284,15,5.28169,28,15.686275,8.717949,10.37037,82.5641,32,163,"Wallan",161,17,195,4.0740743,5.633803,17,"21224",4.4117646,8.717949,231,11,9,253,204,"209041224",79.90196,270,85.55556,16,89.08451
81,8,9.876543,23,6.451613,8.0,19.491526,80.0,6,80,"Whittlesea",40,4,50,6.779661,7.4074073,6,"21225",7.5268817,12.0,87,8,7,67,93,"209041225",86.02151,118,73.72881,6,82.71605
456,31,6.7982454,42,13.043478,11.111111,11.290322,82.53968,18,114,"Doreen",52,7,63,4.83871,6.359649,4,"21430",4.347826,6.3492064,312,18,6,396,138,"209041430",82.608696,372,83.870964,29,86.8421
147,24,16.32653,39,15.300547,8.387096,26.896551,83.22581,28,143,"South Morang (South)",129,13,155,6.8965516,12.244898,13,"21436",6.557377,8.387096,96,10,12,105,183,"209041436",78.142075,145,66.206894,18,71.42857
76,6,7.894737,13,11.235955,6.1728396,15.116279,82.71605,10,75,"Keilor",67,5,81,6.976744,7.894737,9,"21228",4.494382,11.111111,67,6,4,64,89,"210011228",84.26966,86,77.906975,6,84.210526
283,41,14.487633,27,14.728683,3.3653846,12.857142,88.46154,38,202,"Keilor East",184,7,208,5.714286,6.713781,17,"21229",6.976744,8.173077,171,12,18,223,258,"210011229",78.29457,210,81.42857,19,78.798584
59,7,11.864407,8,7.4074073,1.2987013,22.857143,93.50649,6,72,"Niddrie - Essendon West",72,1,77,11.428572,3.3898306,4,"21230",3.7037036,5.194805,23,4,3,50,81,"210011230",88.888885,35,65.71429,2,84.745766
134,14,10.447762,8,32.5,0.0,7.2727275,92.96875,39,76,"Strathmore",119,0,128,6.3636365,4.477612,9,"21231",4.1666665,7.03125,95,7,5,114,120,"210011231",63.333332,110,86.36364,6,85.07462
223,32,14.349775,15,7.3170733,3.821656,8.1081085,78.34395,12,143,"Gisborne",123,6,157,6.4864864,11.210762,28,"21232",5.487805,17.834394,158,12,9,166,164,"210021232",87.19512,185,85.4054,25,74.43946
323,45,13.931889,60,14.559387,11.936339,19.047619,71.618034,38,187,"Cranbourne",270,45,377,11.746032,9.597524,62,"21300",13.793103,16.445623,218,37,36,247,261,"212031300",71.64751,315,69.20635,31,76.47059
32,6,18.75,7,13.725491,12.244898,12.280702,67.34694,7,43,"Macedon",33,6,49,0.0,0.0,10,"21233",1.9607843,20.408163,50,0,1,26,51,"210021233",84.31373,57,87.7193,0,81.25
57,6,10.526316,15,14.285714,1.754386,27.777779,87.7193,9,50,"Riddells Creek",50,1,57,11.111111,8.77193,6,"21234",6.3492064,10.526316,33,6,4,46,63,"210021234",79.36508,54,61.11111,5,80.70175
122,12,9.836065,15,10.434783,8.602151,13.043478,79.56989,12,86,"Romsey",74,8,93,2.6086957,5.7377048,11,"21235",14.782609,11.827957,97,3,17,103,115,"210021235",74.78261,115,84.347824,7,84.42623
300,32,10.666667,42,11.504425,12.315271,19.178082,70.93596,26,176,"Glenroy",144,25,203,13.242009,16.0,34,"21438",10.619469,16.748768,148,29,24,220,226,"210031438",77.87611,219,67.57991,48,73.333336
112,10,8.928572,7,5.8252425,3.6036036,6.6666665,89.189186,6,86,"Forest Hill",99,4,111,4.7619047,3.5714285,8,"21269",10.679611,7.207207,93,5,11,98,103,"211041269",83.49515,105,88.57143,4,87.5
205,16,7.804878,8,8.163265,4.9751244,4.1450777,86.06965,16,174,"Mitcham (Vic.)",173,10,201,5.699482,5.365854,18,"21270",3.0612245,8.955224,174,11,6,178,196,"211041270",88.77551,193,90.15544,11,86.82927
256,26,10.15625,23,10.05291,5.487805,10.087719,81.70731,19,159,"Pascoe Vale",134,9,164,8.77193,4.6875,21,"21239",5.820106,12.804878,185,20,11,218,189,"210031239",84.12698,228,81.14035,12,85.15625
27,2,7.4074073,0,8.620689,5.263158,0.0,89.47369,5,49,"Gowanbrae",34,2,38,10.344828,3.7037036,2,"21439",6.8965516,5.263158,26,3,4,24,58,"210031439",84.48276,29,89.655174,1,88.888885
205,34,16.585365,30,18.125,20.108696,16.393442,63.04348,29,103,"Broadmeadows",116,37,184,13.661202,20.0,31,"21242",17.5,16.847826,128,25,28,130,160,"210051242",64.375,183,69.94536,41,63.414635
239,32,13.389121,47,17.52988,18.62745,18.951612,63.235294,44,163,"Meadow Heights",129,38,204,14.919354,17.991632,37,"21247",17.52988,18.137255,164,37,44,164,251,"210051247",64.94024,248,66.129036,43,68.61925
228,46,20.175438,36,12.653061,13.56784,16.216217,70.85427,31,159,"Campbellfield - Coolaroo",141,27,199,12.162162,25.438597,31,"21243",22.44898,15.577889,159,27,55,124,245,"210051243",64.89796,222,71.62162,58,54.385963
201,22,10.945273,14,6.6666665,8.653846,8.187135,81.73077,8,104,"Gladstone Park - Westmeadows",85,9,104,5.8479533,10.945273,10,"21245",6.6666665,9.615385,147,10,8,157,120,"210051245",86.666664,171,85.96491,22,78.10945
166,26,15.662651,11,20.71006,8.928572,6.508876,72.61905,35,116,"Greenvale - Bulla",122,15,168,6.508876,10.843373,31,"21246",10.650887,18.452381,147,11,18,122,169,"210051246",68.63905,169,86.98225,18,73.49397
41,8,19.512196,5,9.259259,11.904762,8.064516,61.904762,5,47,"Croydon South",26,5,42,1.6129032,7.3170733,11,"21452",3.7037036,26.190475,56,1,2,30,54,"211031452",87.03704,62,90.32258,3,73.17073
338,42,12.426036,64,9.863013,6.6666665,18.82353,81.052635,36,302,"Roxburgh Park - Somerton",231,19,285,11.176471,16.863905,35,"21249",7.39726,12.280702,238,38,27,239,365,"210051249",82.73972,340,70.0,57,70.71006
129,24,18.60465,16,14.285714,8.421053,12.030075,75.789474,16,84,"Craigieburn - Central",72,8,95,12.030075,16.27907,15,"21441",10.714286,15.789474,101,16,12,84,112,"210051441",75.0,133,75.93985,21,65.11628
420,61,14.523809,30,3.8461537,null,13.043478,null,2,46,"Craigieburn - West",null,null,0,9.565217,8.809524,null,"21444",7.6923075,null,178,22,4,322,52,"210051444",88.46154,230,77.391304,37,76.666664
112,14,12.5,20,11.811024,11.764706,16.129032,73.52941,15,102,"Bayswater",100,16,136,11.290322,8.035714,20,"21251",7.874016,14.705882,90,14,10,89,127,"211011251",80.314964,124,72.58064,9,79.46429
184,5,2.7173913,12,9.803922,4.4444447,6.382979,86.666664,15,127,"Knoxfield - Scoresby",117,6,135,7.9787235,5.4347825,12,"21254",7.1895423,8.888889,161,15,11,169,153,"211011254",83.00654,188,85.6383,10,91.847824
302,45,14.900662,16,9.467456,8.333333,8.5561495,79.545456,16,138,"Craigieburn - South",105,11,132,10.695188,8.278146,16,"21443",8.87574,12.121212,151,20,15,232,169,"210051443",81.65681,187,80.748665,25,76.82119
51,7,13.725491,6,0.0,4.255319,7.5,86.17021,0,75,"Lysterfield",81,4,94,5.0,7.8431373,9,"21255",1.3157895,9.574468,70,4,1,40,76,"211011255",98.68421,80,87.5,4,78.43137
92,7,7.6086955,9,6.4220185,5.084746,7.086614,85.59322,7,101,"Rowville - North",101,6,118,5.5118113,4.347826,11,"21257",0.9174312,9.322034,111,7,1,81,109,"211011257",92.66055,127,87.40157,4,88.04348
75,7,9.333333,8,3.2967033,7.2727275,7.017544,80.90909,3,80,"Rowville - South",89,8,110,7.894737,5.3333335,13,"21258",8.791209,11.818182,97,9,8,64,91,"211011258",87.91209,114,85.08772,4,85.333336
158,10,6.329114,11,10.126582,10.483871,6.918239,80.645164,16,131,"Wantirna",100,13,124,3.144654,6.329114,11,"21259",6.962025,8.870968,143,5,11,138,158,"211011259",82.91139,159,89.9371,10,87.341774
156,11,7.051282,13,8.125,1.5748031,8.441559,86.614174,13,133,"Wantirna South",110,2,127,8.441559,5.1282053,15,"21260",8.75,11.811024,128,13,14,137,160,"211011260",83.125,154,83.11688,8,87.82051
138,25,18.115942,7,6.25,7.1005917,4.4871793,82.84024,9,124,"Rowville - Central",140,12,169,2.5641026,3.6231885,17,"21256",7.638889,10.059172,145,4,11,108,144,"211011256",86.111115,156,92.948715,5,78.26087
227,26,11.453745,27,5.612245,10.784314,11.20332,76.960785,11,173,"Boronia",157,22,204,9.958507,12.775331,25,"21446",6.122449,12.254902,190,24,12,172,196,"211011446",88.265305,241,78.83817,29,75.77093
165,16,9.69697,17,9.933775,4.964539,11.888112,85.815605,15,125,"Ferntree Gully (North)",121,7,141,9.79021,4.848485,13,"21447",7.284768,9.219858,112,14,11,141,151,"211011447",82.781456,143,78.32168,8,85.454544
221,16,7.239819,14,7.8817735,5.7017546,8.588957,78.947365,16,178,"Croydon Hills - Warranwood",180,13,228,3.6809816,7.239819,35,"21265",4.4334974,15.350877,143,6,9,189,203,"211031265",87.68473,163,87.730064,16,85.52036
0,null,null,null,null,null,null,null,null,null,"Ferntree Gully (South) - Upper Ferntree Gully",null,null,0,null,null,null,"21448",null,null,null,null,null,null,0,"211011448",null,0,null,null,null
258,26,10.077519,24,10.48035,6.930693,9.795918,75.74258,24,193,"Ringwood East",153,14,202,5.3061223,7.3643413,35,"21267",5.240175,17.326733,208,13,12,213,229,"211031267",84.27947,245,84.89796,19,82.558136
128,15,11.71875,7,5.172414,2.857143,5.982906,94.28571,6,108,"Ringwood North",99,3,105,2.5641026,6.25,3,"21268",1.7241379,2.857143,107,3,2,105,116,"211031268",93.10345,117,91.45299,8,82.03125
58,10,17.241379,7,7.352941,12.5,12.068966,72.5,5,58,"The Basin",29,5,40,3.4482758,6.8965516,6,"21449",7.352941,15.0,49,2,5,44,68,"211011449",85.29412,58,84.48276,4,75.86207
158,20,12.658228,4,9.803922,4.519774,3.0769231,87.57062,15,135,"Donvale - Park Orchards",155,8,177,2.3076923,6.962025,14,"21261",1.9607843,7.9096045,123,3,3,127,153,"211021261",88.23529,130,94.61539,11,80.379745
93,5,5.376344,11,7.017544,2.8169014,16.17647,88.02817,8,102,"Warrandyte - Wonga Park",125,4,142,10.294118,6.451613,13,"21262",3.508772,9.154929,50,7,4,82,114,"211021262",89.47369,68,73.52941,6,88.17204
138,21,15.217391,16,16.911764,7.3170733,8.333333,81.097565,23,99,"Croydon - East",133,12,164,7.2916665,14.492754,19,"21450",10.294118,11.585366,162,14,14,97,136,"211031450",72.79412,192,84.375,20,70.289856
131,9,6.8702292,18,9.40171,5.970149,10.778443,77.61194,11,100,"Croydon - West",104,8,134,6.5868263,5.3435116,22,"21451",5.1282053,16.41791,138,11,6,115,117,"211031451",85.470085,167,82.63473,7,87.78626
138,12,8.695652,12,12.328767,8.620689,9.022556,69.82758,18,119,"Bayswater North",81,10,116,6.766917,5.7971015,25,"21263",6.1643834,21.551723,112,9,9,118,146,"211031263",81.50685,133,84.210526,8,85.50725
138,17,12.318841,15,7.638889,3.3333333,11.538462,85.0,11,131,"Vermont",102,4,120,4.6153846,2.173913,14,"21272",1.3888888,11.666667,109,6,2,118,144,"211041272",90.97222,130,83.84615,3,85.50725
70,2,2.857143,11,10.280374,2.970297,10.185185,92.07921,11,90,"Vermont South",93,3,101,4.6296296,1.4285715,5,"21273",5.6074767,4.9504952,92,5,6,67,107,"211041273",84.11215,108,85.18519,1,95.71429
459,33,7.1895423,21,7.6305223,10.691824,7.3426576,81.76101,19,209,"Cranbourne North",130,17,159,7.6923075,7.6252723,12,"21302",8.433735,7.5471697,243,22,21,391,249,"212031302",83.935745,286,84.965034,35,85.18519
147,16,10.884354,11,10.0,5.223881,8.333333,87.31343,12,104,"Nunawading",117,7,134,4.5454545,8.843537,10,"21271",3.3333333,7.4626865,115,6,4,118,120,"211041271",86.666664,132,87.121216,13,80.27211
100,14,14.0,10,12.686567,9.009009,7.246377,72.072075,17,113,"Belgrave - Selby",80,10,111,5.7971015,2.0,21,"21274",2.9850745,18.918919,120,8,4,84,134,"211051274",84.32836,138,86.95652,2,84.0
132,16,12.121212,21,9.708738,10.377358,19.626167,77.35849,10,84,"Chirnside Park",82,11,106,8.411215,8.333333,13,"21275",8.7378645,12.264151,77,9,9,105,103,"211051275",81.5534,107,71.962616,11,79.545456
162,23,14.197531,13,14.689265,8.333333,9.027778,75.0,26,139,"Healesville - Yarra Glen",72,8,96,11.111111,11.111111,16,"21276",6.779661,16.666666,115,16,12,121,177,"211051276",78.531075,144,79.861115,18,74.69136
98,10,10.204082,8,6.5934067,5.882353,7.920792,86.55462,6,80,"Kilsyth",103,7,119,1.980198,4.0816326,9,"21277",5.4945054,7.563025,91,2,5,84,91,"211051277",87.91209,101,90.09901,4,85.71429
208,25,12.019231,31,11.453745,6.584362,13.02521,83.950615,26,181,"Lilydale - Coldstream",204,16,243,6.302521,7.2115383,23,"21278",8.810573,9.46502,192,15,20,168,227,"211051278",79.73568,238,80.67227,15,80.76923
52,12,23.076923,7,9.090909,7.2727275,10.9375,85.454544,6,58,"Monbulk - Silvan",47,4,55,1.5625,0.0,4,"21279",3.030303,7.2727275,56,1,2,40,66,"211051279",87.878784,64,87.5,0,76.92308
92,6,6.521739,5,4.6875,8.641975,6.4935064,85.18519,3,58,"Montrose",69,7,81,5.194805,9.782609,5,"21280",4.6875,6.1728396,68,4,3,77,64,"211051280",90.625,77,88.31169,9,83.695656
242,32,13.223141,17,11.313869,3.0075188,6.007067,85.71429,31,233,"Mooroolbark",228,8,266,2.8268552,9.090909,30,"21281",3.649635,11.278195,258,8,10,188,274,"211051281",85.0365,283,91.16608,22,77.68595
124,16,12.903226,12,5.3030305,4.385965,10.256411,79.82456,7,116,"Mount Dandenong - Olinda",91,5,114,6.837607,12.096774,18,"21282",6.818182,15.789474,97,8,9,93,132,"211051282",87.878784,117,82.90598,15,75.0
374,28,7.486631,26,7.327586,5.263158,8.90411,82.89474,17,196,"Pakenham - North",126,8,152,9.589041,6.684492,18,"21291",8.189655,11.842105,238,28,19,321,232,"212011291",84.48276,292,81.50685,25,85.82888
128,28,21.875,12,6.766917,4.379562,10.810811,88.32117,9,113,"Mount Evelyn",121,6,137,6.3063064,8.59375,10,"21283",8.270677,7.29927,92,7,11,89,133,"211051283",84.9624,111,82.88288,11,69.53125
164,18,10.97561,13,7.6923075,6.8322983,8.843537,85.71429,12,126,"Endeavour Hills - South",138,11,161,4.0816326,8.536586,12,"21454",11.538462,7.4534163,128,6,18,132,156,"212021454",80.76923,147,87.07483,14,80.48781
350,24,6.857143,27,12.252964,14.788733,8.823529,73.23943,31,210,"Lynbrook - Lyndhurst",104,21,142,5.882353,6.0,17,"21306",4.743083,11.971831,261,18,12,305,253,"212031306",83.00395,306,85.29412,21,87.14286
105,15,14.285714,10,8.928572,6.8965516,10.0,81.034485,10,96,"Pearcedale - Tooradin",94,8,116,9.0,13.333333,14,"21308",5.357143,12.068966,81,9,6,76,112,"212031308",85.71429,100,81.0,14,72.38095
112,9,8.035714,9,9.523809,11.926605,7.6923075,77.98165,12,106,"Upwey - Tecoma",85,13,109,4.2735043,5.357143,11,"21284",6.3492064,10.091743,103,5,8,97,126,"211051284",84.12698,117,88.03419,6,86.60714
92,12,13.043478,4,13.274336,5.6074767,4.7058825,77.57009,15,94,"Wandin - Seville",83,6,107,4.7058825,6.521739,18,"21285",3.539823,16.82243,77,4,4,74,113,"211051285",83.185844,85,90.588234,6,80.434784
186,28,15.053763,29,8.823529,9.523809,16.571428,73.809525,18,169,"Yarra Valley",124,16,168,14.285714,8.602151,28,"21286",8.333333,16.666666,121,25,17,142,204,"211051286",82.84314,175,69.14286,16,76.344086
250,35,14.0,11,4.237288,5.5555553,7.746479,83.333336,5,107,"Beaconsfield - Officer",90,6,108,7.746479,11.6,12,"21287",5.084746,11.111111,120,11,6,186,118,"212011287",90.67796,142,84.50704,29,74.4
116,10,8.620689,9,6.185567,5.084746,10.714286,80.50848,6,88,"Bunyip - Garfield",95,6,118,8.333333,6.034483,17,"21288",3.0927835,14.406779,68,7,3,99,97,"212011288",90.72165,84,80.95238,7,85.344826
236,21,8.898305,19,9.486166,10.0,8.189655,77.14286,24,214,"Emerald - Cockatoo",162,21,210,3.8793104,9.322034,27,"21289",5.928854,12.857142,204,9,15,193,253,"212011289",84.584984,232,87.93104,22,81.77966
101,7,6.930693,6,12.222222,6.25,6.6666665,84.375,11,73,"Koo Wee Rup",54,4,64,10.0,4.9504952,6,"21290",6.6666665,9.375,75,9,6,89,90,"212011290",81.111115,90,83.333336,5,88.11881
147,16,10.884354,9,7.6923075,20.454546,9.278351,56.81818,7,78,"Cranbourne South",25,9,44,14.43299,11.564626,10,"21303",6.5934067,22.727272,74,14,6,114,91,"212031303",85.71429,97,76.28866,17,77.55102
536,34,6.3432837,54,7.518797,5.2419353,10.8,87.90323,30,356,"Pakenham - South",218,13,248,7.8,6.1567163,17,"21292",3.2581453,6.854839,407,39,13,469,399,"212011292",89.22306,500,81.4,33,87.5
266,29,10.902256,22,8.041958,4.9792533,8.2397,85.89211,23,253,"Berwick - North",207,12,241,4.8689137,4.1353383,22,"21293",3.4965036,9.128631,232,13,10,226,286,"212021293",88.46154,267,86.89139,11,84.9624
438,31,7.0776258,31,11.363636,5.9259257,7.1925755,83.703705,55,405,"Berwick - South",339,24,405,3.9443154,5.7077627,42,"21294",4.958678,10.37037,383,17,24,382,484,"212021294",83.67769,431,88.863106,25,87.214615
147,23,15.646258,14,22.916666,15.079365,8.917197,75.39683,33,78,"Doveton",95,19,126,11.464968,12.92517,12,"21295",22.916666,9.523809,125,18,33,105,144,"212021295",54.166668,157,79.617836,19,71.42857
139,10,7.1942444,28,15.267176,22.115385,18.543047,65.38461,20,81,"Hallam",68,23,104,15.89404,10.791367,13,"21297",22.900763,12.5,99,24,30,114,131,"212021297",61.83206,151,65.56291,15,82.01439
61,5,8.196721,6,8.641975,7.3170733,7.4074073,81.70731,7,69,"Narre Warren North",67,6,82,4.9382715,0.0,9,"21299",6.1728396,10.97561,71,4,5,56,81,"212021299",85.18519,81,87.65432,0,91.803276
122,9,7.377049,18,13.793103,2.857143,12.765958,87.85714,20,113,"Endeavour Hills - North",123,4,140,11.347518,6.557377,13,"21453",8.275862,9.285714,107,16,12,105,145,"212021453",77.93104,141,75.88653,8,86.065575
178,13,7.303371,17,8.791209,10.909091,9.392265,77.27273,16,157,"Narre Warren - North East",170,24,220,11.049724,7.8651686,26,"21455",4.945055,11.818182,144,20,9,151,182,"212021455",86.26373,181,79.558014,14,84.83146
164,10,6.097561,22,16.062176,9.44206,10.42654,76.824036,31,142,"Narre Warren - South West",179,22,233,9.952606,8.536586,32,"21456",10.362695,13.733906,168,21,20,140,193,"212021456",73.57513,211,79.62085,14,85.36585
184,14,7.6086955,23,8.370044,11.33005,10.697675,78.81773,19,195,"Narre Warren South (East)",160,23,203,10.232558,5.4347825,20,"21457",5.7268724,9.852217,170,22,13,160,227,"212031457",85.90308,215,79.06977,10,86.95652
261,24,9.195402,25,7.0287538,8.041958,9.191176,80.76923,22,279,"Narre Warren South (West)",231,23,286,8.455882,9.195402,32,"21458",3.833866,11.188811,224,23,12,213,313,"212031458",89.13738,272,82.35294,24,81.60919
135,19,14.074074,6,6.557377,7.6923075,5.4054055,74.35897,8,106,"Clarinda - Oakleigh South",58,6,78,4.5045047,8.148149,14,"21309",6.557377,17.948717,100,5,8,105,122,"212041309",86.88525,111,90.09009,11,77.77778
146,19,13.013699,16,5.357143,8.333333,10.810811,80.0,6,99,"Clayton South",96,10,120,12.837838,8.219178,14,"21310",6.25,11.666667,113,19,7,115,112,"212041310",88.39286,148,76.35135,12,78.76712
414,45,10.869565,63,32.577904,17.467249,15.949368,71.61572,115,191,"Dandenong",164,40,229,12.911392,11.594203,25,"21311",13.314447,10.91703,281,51,47,321,353,"212041311",54.107647,395,71.139244,48,77.53623
256,23,8.984375,21,18.631178,5.8333335,8.536586,87.083336,49,174,"Dandenong North",209,14,240,9.349593,9.765625,17,"21312",15.209126,7.0833335,202,23,40,208,263,"212041312",66.1597,246,82.11382,25,81.25
99,6,6.060606,16,15.254237,6.140351,11.428572,88.59649,18,97,"Dingley Village",101,7,114,2.142857,5.050505,6,"21313",2.542373,5.263158,121,3,3,88,118,"212041313",82.20339,140,86.42857,5,88.888885
117,9,7.6923075,20,7.7586207,15.833333,14.705882,70.833336,9,98,"Noble Park - East",85,19,120,11.764706,12.820513,16,"21459",7.7586207,13.333333,100,16,9,93,116,"212041459",84.48276,136,73.52941,15,79.48718
319,33,10.344828,31,12.048193,6.6666665,10.726644,85.833336,30,185,"Keysborough",206,16,240,11.072664,7.2100315,18,"21314",13.654618,7.5,226,32,34,263,249,"212041314",74.29719,289,78.20069,23,82.445145
82,5,6.097561,5,10.294118,6.6666665,6.1728396,85.0,7,59,"Noble Park North",51,4,60,11.111111,6.097561,5,"21316",2.9411764,8.333333,67,9,2,72,68,"212041316",86.76471,81,82.71605,5,87.80488
246,28,11.382113,27,11.111111,13.654618,12.053572,73.49397,21,128,"Springvale",183,34,249,17.410715,11.788618,32,"21317",21.16402,12.851405,158,39,40,189,189,"212041317",67.72487,224,70.53571,29,76.82927
175,17,9.714286,13,16.27907,12.765958,7.4712644,72.34042,21,87,"Springvale South",102,18,141,8.045977,12.0,21,"21318",16.27907,14.893617,147,14,21,137,129,"212041318",67.441864,174,84.48276,21,78.28571
218,25,11.46789,33,9.9009905,16.746412,16.666666,68.42105,20,169,"Noble Park - West",143,35,209,9.59596,10.550459,31,"21460",6.4356437,14.832536,146,19,13,170,202,"212041460",83.66337,198,73.73737,23,77.98165
209,15,7.1770334,27,15.736041,10.666667,13.235294,70.666664,31,149,"Ashwood - Chadstone",106,16,150,3.9215686,10.047847,28,"21319",8.629441,18.666666,169,8,17,173,197,"212051319",75.63452,204,82.84314,21,82.775116
143,13,9.090909,7,8.1081085,10.204082,5.223881,69.38776,9,95,"Clayton",102,15,147,10.447762,9.090909,30,"21320",6.3063064,20.408163,113,14,7,117,111,"212051320",85.58559,134,84.32836,13,81.818184
275,12,4.3636365,16,5.4054055,5.050505,7.4766355,85.85859,10,168,"Glen Waverley - East",170,10,198,2.8037384,2.909091,18,"21321",3.7837837,9.090909,192,6,7,255,185,"212051321",90.810814,214,89.71963,8,92.72727
227,16,7.048458,10,11.258278,10.30303,4.8076925,78.181816,17,127,"Glen Waverley - West",129,17,165,2.4038463,7.048458,19,"21322",4.6357617,11.515152,193,5,7,195,151,"212051322",84.10596,208,92.78846,16,85.90308
170,17,10.0,5,7.964602,1.6528926,2.7027028,92.56198,9,98,"Mount Waverley - North",112,2,121,3.7837837,5.882353,7,"21323",5.3097343,5.785124,173,7,6,143,113,"212051323",86.72566,185,93.51351,10,84.117645
224,15,6.696429,14,3.3898306,3.8461537,7.253886,83.51649,6,166,"Mount Waverley - South",152,7,182,4.6632123,6.25,23,"21324",2.8248587,12.637362,170,9,5,195,177,"212051324",93.78531,193,88.0829,14,87.05357
237,19,8.016877,18,15.340909,7.9268293,7.6271186,83.53658,27,134,"Mulgrave",137,13,164,5.084746,5.485232,14,"21325",8.522727,8.536586,206,12,15,205,176,"212051325",76.13636,236,87.28814,13,86.49789
227,16,7.048458,23,8.75,5.21327,9.95671,86.25592,21,204,"Oakleigh - Huntingdale",182,11,211,5.6277056,5.7268724,18,"21326",6.25,8.530806,195,13,15,198,240,"212051326",85.0,231,84.41558,13,87.22467
205,19,9.268292,11,6.060606,5.1282053,5.527638,88.71795,8,120,"Wheelers Hill",173,10,195,9.547739,3.902439,12,"21327",3.030303,6.1538463,169,19,4,178,132,"212051327",90.90909,199,84.92462,8,86.82927
94,18,19.148935,16,14.516129,8.333333,22.535212,75.0,9,45,"Ardeer - Albion",45,5,60,9.859155,19.148935,10,"21328",12.903226,16.666666,48,7,8,58,62,"213011328",72.58064,71,67.60564,18,61.70213
286,28,9.79021,35,15.254237,9.126985,13.888889,77.77778,36,178,"Hoppers Crossing - South",196,23,252,15.873015,6.2937064,33,"21362",9.322034,13.095238,177,40,22,240,236,"213051362",75.42373,252,70.2381,18,83.916084
154,10,6.4935064,15,17.123287,5.442177,13.043478,84.353745,25,106,"Cairnlea",124,8,147,9.565217,5.194805,15,"21329",10.273973,10.204082,89,11,15,136,146,"213011329",72.60274,115,77.391304,8,88.31169
166,12,7.2289157,7,7.5757575,5.3030305,5.882353,72.72727,10,109,"Keilor Downs",96,7,132,13.445378,7.2289157,29,"21332",9.848485,21.969696,96,16,13,142,132,"213011332",82.57576,119,80.67227,12,85.54217
463,51,11.015119,37,5.958549,14.035088,9.814323,68.42105,23,335,"Deer Park - Derrimut",156,32,228,10.875332,6.0475163,40,"21330",7.253886,17.54386,299,41,28,384,386,"213011330",86.78757,377,79.31035,28,82.93736
182,19,10.439561,19,8.917197,7.8651686,11.046512,83.146065,14,133,"Kings Park (Vic.)",74,7,89,11.627907,6.0439563,8,"21333",6.3694267,8.988764,133,20,10,152,157,"213011333",84.71338,172,77.325584,11,83.51649
267,34,12.734082,30,13.596491,11.111111,13.043478,66.23932,31,169,"St Albans - North",155,26,234,18.26087,17.602997,53,"21334",12.280702,22.649572,158,42,28,186,228,"213011334",74.12281,230,68.695656,47,69.66292
144,22,15.277778,24,13.69863,18.095238,17.391304,56.190475,20,102,"Altona North",59,19,105,7.9710145,11.111111,27,"21343",16.438356,25.714285,103,11,24,106,146,"213021343",69.863014,138,74.63768,16,73.611115
202,25,12.376238,17,22.797928,6.0913706,9.770115,72.58883,44,122,"St Albans - South",143,12,197,14.942529,15.841584,42,"21335",13.989637,21.319798,131,26,27,145,193,"213011335",63.212437,174,75.28735,32,71.78218
151,5,3.3112583,13,11.650485,3.6363637,9.923664,74.545456,12,76,"Sunshine North",82,4,110,18.32061,3.3112583,24,"21337",14.563107,21.818182,94,24,15,141,103,"213011337",73.78641,131,71.75572,5,93.37749
