children_wh_valid_scores_count_2018, development_at_risk_count_2018, development_at_risk_perc_2018, development_at_risk_count_2015, development_at_risk_perc_2012, development_vulnerable_perc_2009, development_at_risk_perc_2015, development_on_track_perc_2009, development_at_risk_count_2012, development_on_track_count_2012, name, development_on_track_count_2009, development_vulnerable_count_2009, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_at_risk_count_2009, code, development_vulnerable_perc_2012, development_at_risk_perc_2009, development_on_track_count_2015, development_vulnerable_count_2015, development_vulnerable_count_2012, development_on_track_count_2018, children_wh_valid_scores_count_2012, sa2_main16, development_on_track_perc_2012, children_wh_valid_scores_count_2015, development_on_track_perc_2015, development_vulnerable_count_2018, development_on_track_perc_2018
171,25,14.619883,21,9.359606,3.030303,10.9375,83.63636,19,170,"Epping - East",138,5,165,5.7291665,11.695907,22,"21431",6.8965516,13.333333,160,11,14,126,203,"209041431",83.74384,192,83.333336,20,73.68421
101,5,4.9504952,15,9.649123,7.6923075,12.295082,81.31868,11,93,"Epping - South",74,7,91,14.754098,12.871287,10,"21432",8.77193,10.989011,89,18,10,83,114,"209041432",81.57895,122,72.95082,13,82.178215
60,4,6.6666665,1,7.894737,3.1746032,1.6949153,87.30159,6,67,"Bundoora - North",55,2,63,6.779661,3.3333333,6,"21216",3.9473684,9.523809,54,4,3,54,76,"209041216",88.1579,59,91.52542,2,90.0
258,39,15.116279,20,8.849558,6.25,9.523809,72.916664,10,95,"Epping - West",35,3,48,5.2380953,8.139535,10,"21433",7.079646,20.833334,179,11,8,198,113,"209041433",84.07079,210,85.2381,21,76.74419
208,15,7.2115383,9,8.715596,5.298013,4.972376,84.10596,19,195,"South Morang (North)",127,8,151,4.972376,3.3653846,16,"21435",1.8348624,10.596026,163,9,4,186,218,"209041435",89.44954,181,90.05525,7,89.42308
164,10,6.097561,13,5.7017546,6.3909774,7.303371,83.45865,13,199,"Mill Park - North",222,17,266,5.05618,6.097561,27,"21220",7.017544,10.150376,156,9,16,144,228,"209041220",87.2807,178,87.64045,10,87.80488
124,10,8.064516,10,10.0,1.910828,8.695652,85.35032,13,101,"Mill Park - South",134,3,157,13.043478,2.419355,20,"21221",12.307693,12.738853,90,15,16,111,130,"209041221",77.69231,115,78.26087,3,89.51613
199,31,15.577889,29,11.320755,11.594203,14.146341,72.94686,24,151,"Thomastown",151,24,207,12.195122,8.542713,32,"21223",17.45283,15.458938,151,25,37,151,212,"209041223",71.22642,205,73.65854,17,75.879395
284,23,8.098592,22,9.803922,2.5641026,8.148149,83.589745,20,171,"Wallan",163,5,195,6.6666665,5.9859157,27,"21224",6.372549,13.846154,230,18,13,244,204,"209041224",83.82353,270,85.18519,17,85.91549
81,6,7.4074073,9,3.2258065,0.0,7.6271186,94.0,3,84,"Whittlesea",47,0,50,4.237288,1.2345679,3,"21225",6.451613,6.0,104,5,6,74,93,"209041225",90.32258,118,88.13559,1,91.358025
456,31,6.7982454,30,8.695652,4.7619047,8.064516,85.71429,12,121,"Doreen",54,3,63,2.9569893,2.8508773,6,"21430",3.6231885,9.523809,331,11,5,412,138,"209041430",87.68116,372,88.97849,13,90.350876
147,13,8.843537,12,2.7472527,5.806452,8.275862,83.22581,5,166,"South Morang (South)",129,9,155,6.206897,6.122449,17,"21436",6.0439563,10.967742,124,9,11,125,182,"209041436",91.20879,145,85.51724,9,85.03401
76,6,7.894737,5,12.35955,0.0,5.8139534,92.59259,11,76,"Keilor",75,0,81,4.6511626,0.0,6,"21228",2.247191,7.4074073,77,4,2,70,89,"210011228",85.39326,86,89.53488,0,92.10526
282,22,7.8014183,14,5.4054055,2.8985507,6.6666665,91.78744,14,236,"Keilor East",190,6,207,5.2380953,6.028369,11,"21229",3.4749036,5.3140097,185,11,9,243,259,"210011229",91.11969,210,88.09524,17,86.17021
59,3,5.084746,3,5.0,2.5974026,8.571428,94.80519,4,76,"Niddrie - Essendon West",73,2,77,8.571428,0.0,2,"21230",0.0,2.5974026,29,3,0,56,80,"210011230",95.0,35,82.85714,0,94.91525
134,8,5.970149,4,4.1666665,1.5748031,3.6363637,93.70079,5,112,"Strathmore",119,2,127,2.7272727,2.9850745,6,"21231",2.5,4.7244096,103,3,3,122,120,"210011231",93.333336,110,93.63636,4,91.04478
223,8,3.5874438,11,6.097561,1.2738854,5.9459457,91.0828,10,148,"Gisborne",143,2,157,1.6216216,3.5874438,12,"21232",3.6585367,7.643312,171,3,6,207,164,"210021232",90.243904,185,92.432434,8,92.82511
322,31,9.627329,53,20.229008,9.67742,16.825397,76.344086,53,178,"Cranbourne",284,36,372,14.920635,8.385093,52,"21300",11.832061,13.978495,215,47,31,264,262,"212031300",67.938934,315,68.25397,27,81.98758
32,1,3.125,5,7.8431373,6.122449,8.77193,83.67347,4,47,"Macedon",41,3,49,0.0,0.0,5,"21233",0.0,10.204082,52,0,0,31,51,"210021233",92.15686,57,91.22807,0,96.875
57,2,3.508772,3,12.698413,1.754386,5.5555553,96.49123,8,50,"Riddells Creek",55,1,57,5.5555553,1.754386,1,"21234",7.9365077,1.754386,48,3,5,54,63,"210021234",79.36508,54,88.888885,1,94.73684
122,11,9.016394,10,11.304348,5.376344,8.695652,89.247314,13,88,"Romsey",83,5,93,6.0869565,8.196721,5,"21235",12.173913,5.376344,98,7,14,101,115,"210021235",76.521736,115,85.21739,10,82.78689
300,28,9.333333,31,16.81416,9.950249,14.220183,78.10945,38,168,"Glenroy",157,20,201,12.385321,13.0,24,"21438",8.849558,11.940298,160,27,20,233,226,"210031438",74.33628,218,73.39449,39,77.666664
112,3,2.6785715,4,5.8252425,7.207207,3.8095238,81.98198,6,90,"Forest Hill",91,8,111,1.9047619,0.89285713,12,"21269",6.7961164,10.810811,99,2,7,108,103,"211041269",87.37864,105,94.28571,1,96.42857
205,11,5.365854,11,5.102041,3.9800994,5.699482,90.547264,10,185,"Mitcham (Vic.)",182,8,201,2.5906737,3.902439,11,"21270",0.5102041,5.4726367,177,5,1,186,196,"211041270",94.38776,193,91.70985,8,90.731705
256,18,7.03125,16,11.111111,6.097561,7.017544,88.414635,21,157,"Pascoe Vale",145,10,164,4.385965,2.34375,9,"21239",5.820106,5.487805,202,10,11,232,189,"210031239",83.06879,228,88.59649,6,90.625
27,2,7.4074073,2,15.517241,0.0,6.8965516,97.36842,9,43,"Gowanbrae",37,0,38,10.344828,0.0,1,"21439",10.344828,2.631579,24,3,6,25,58,"210031439",74.13793,29,82.75862,0,92.59259
204,34,16.666666,26,20.625,16.393442,14.20765,65.57377,33,91,"Broadmeadows",120,30,183,15.846994,13.235294,33,"21242",22.5,18.032787,128,29,36,143,160,"210051242",56.875,183,69.94536,27,70.09804
237,38,16.033754,46,23.505976,21.674877,18.623482,58.62069,59,149,"Meadow Heights",119,44,203,14.979757,17.72152,40,"21247",17.131474,19.704433,164,37,43,157,251,"210051247",59.36255,247,66.39676,42,66.24473
228,41,17.982456,34,20.816326,15.816326,15.384615,63.265305,51,149,"Campbellfield - Coolaroo",124,31,196,15.384615,23.245613,41,"21243",18.367348,20.918367,153,34,45,134,245,"210051243",60.816326,221,69.23077,53,58.77193
201,27,13.432836,15,12.5,10.576923,8.77193,78.84615,15,98,"Gladstone Park - Westmeadows",82,11,104,2.9239767,11.940298,11,"21245",5.8333335,10.576923,151,5,7,150,120,"210051245",81.666664,171,88.30409,24,74.62687
165,19,11.515152,17,10.059172,5.357143,10.059172,79.7619,17,145,"Greenvale - Bulla",134,9,168,4.733728,6.060606,25,"21246",4.1420116,14.880953,144,8,7,136,169,"210051246",85.79881,169,85.2071,10,82.42424
41,2,4.878049,3,7.4074073,0.0,4.83871,90.47619,4,49,"Croydon South",38,0,42,1.6129032,4.878049,4,"21452",1.8518518,9.523809,58,1,1,37,54,"211031452",90.74074,62,93.548386,2,90.243904
338,55,16.27219,40,16.208792,11.660777,11.764706,69.611305,59,271,"Roxburgh Park - Somerton",197,33,283,15.0,17.455622,53,"21249",9.340659,18.727915,249,51,34,224,364,"210051249",74.45055,340,73.23529,59,66.27219
129,26,20.155039,16,9.821428,6.3157897,12.030075,77.89474,11,87,"Craigieburn - Central",74,6,95,8.270677,19.379845,15,"21441",12.5,15.789474,106,11,14,78,112,"210051441",77.67857,133,79.69925,25,60.465115
417,44,10.551558,20,7.8431373,null,8.695652,null,4,41,"Craigieburn - West",null,null,0,7.826087,11.7506,null,"21444",11.764706,null,192,18,6,324,51,"210051444",80.39216,230,83.478264,49,77.697845
112,12,10.714286,11,6.2992125,5.882353,8.870968,86.02941,8,109,"Bayswater",117,8,136,4.032258,3.5714285,11,"21251",7.874016,8.088235,108,5,10,96,127,"211011251",85.826775,124,87.09677,4,85.71429
184,14,7.6086955,23,10.967742,5.185185,12.234042,85.18519,17,132,"Knoxfield - Scoresby",115,7,135,3.7234042,4.8913045,13,"21254",3.8709676,9.62963,158,7,6,161,155,"211011254",85.16129,188,84.04256,9,87.5
302,30,9.933775,24,6.508876,4.5454545,12.834225,84.84849,11,150,"Craigieburn - South",112,6,132,9.625669,10.2649,14,"21443",4.733728,10.606061,145,18,8,241,169,"210051443",88.75739,187,77.54011,31,79.80132
51,1,1.9607843,9,5.263158,4.255319,11.25,90.42553,4,71,"Lysterfield",85,4,94,2.5,5.882353,5,"21255",1.3157895,5.319149,69,2,1,47,76,"211011255",93.42105,80,86.25,3,92.15686
92,6,6.521739,9,6.4220185,2.542373,7.086614,88.13559,7,99,"Rowville - North",104,3,118,6.2992125,4.347826,11,"21257",2.7522936,9.322034,110,8,3,82,109,"211011257",90.82569,127,86.614174,4,89.13043
75,3,4.0,7,4.3956046,2.7272727,6.140351,86.36364,4,87,"Rowville - South",95,3,110,0.877193,4.0,12,"21258",0.0,10.909091,106,1,0,69,91,"211011258",95.60439,114,92.98245,3,92.0
158,10,6.329114,15,8.227848,4.032258,9.433962,81.451614,13,135,"Wantirna",101,5,124,3.144654,3.164557,18,"21259",6.329114,14.516129,139,5,10,143,158,"211011259",85.44304,159,87.42139,5,90.50633
156,13,8.333333,13,9.433962,1.5748031,8.441559,92.91338,15,137,"Wantirna South",118,2,127,1.9480519,7.051282,7,"21260",4.402516,5.5118113,138,3,7,132,159,"211011260",86.16352,154,89.61039,11,84.61539
138,2,1.4492754,6,6.206897,4.1420116,3.8461537,91.71597,9,128,"Rowville - Central",155,7,169,3.8461537,1.4492754,7,"21256",5.5172415,4.1420116,144,6,8,134,145,"211011256",88.27586,156,92.30769,2,97.10145
227,27,11.894273,15,10.204082,5.882353,6.2240663,85.78432,20,166,"Boronia",175,12,204,4.149378,5.2863436,17,"21446",5.102041,8.333333,216,10,10,188,196,"211011446",84.69388,241,89.62656,12,82.81938
165,13,7.878788,15,7.94702,3.5460992,10.489511,88.65248,12,125,"Ferntree Gully (North)",125,5,141,6.2937064,5.4545455,11,"21447",9.271523,7.8014183,119,9,14,143,151,"211011447",82.781456,143,83.21678,9,86.666664
221,31,14.027149,5,6.3414636,6.140351,3.0674846,87.7193,13,187,"Croydon Hills - Warranwood",200,14,228,2.4539878,5.882353,14,"21265",2.4390244,6.140351,154,4,5,177,205,"211031265",91.21951,163,94.47853,13,80.0905
0,null,null,null,null,null,null,null,null,null,"Ferntree Gully (South) - Upper Ferntree Gully",null,null,0,null,null,null,"21448",null,null,null,null,null,null,0,"211011448",null,0,null,null,null
258,12,4.6511626,21,8.296944,4.455446,8.571428,86.63367,19,204,"Ringwood East",175,9,202,4.4897957,5.426357,18,"21267",2.6200874,8.910892,213,11,6,232,229,"211031267",89.08297,245,86.938774,14,89.92248
128,3,2.34375,3,5.172414,0.95238096,2.5641026,94.28571,6,109,"Ringwood North",99,1,105,2.5641026,6.25,5,"21268",0.86206895,4.7619047,111,3,1,117,116,"211031268",93.965515,117,94.871796,8,91.40625
58,3,5.172414,0,4.4117646,0.0,0.0,80.0,3,61,"The Basin",32,0,40,3.4482758,3.4482758,8,"21449",5.882353,20.0,56,2,4,53,68,"211011449",89.70588,58,96.55173,2,91.37931
158,9,5.6962028,12,7.7922077,3.3898306,9.230769,89.26553,12,136,"Donvale - Park Orchards",158,6,177,1.5384616,4.43038,13,"21261",3.8961039,7.3446326,116,2,6,142,154,"211021261",88.31169,130,89.23077,7,89.87342
93,6,6.451613,9,3.508772,4.9295774,13.235294,84.50704,4,108,"Warrandyte - Wonga Park",120,7,142,2.9411764,2.1505377,15,"21262",1.754386,10.56338,57,2,2,85,114,"211021262",94.73684,68,83.82353,2,91.39785
138,15,10.869565,15,7.29927,3.0487804,7.8125,92.68293,10,119,"Croydon - East",152,5,164,2.6041667,12.318841,7,"21450",5.839416,4.268293,172,5,8,106,137,"211031450",86.86131,192,89.583336,17,76.81159
130,12,9.230769,18,4.2735043,2.9850745,10.778443,91.04478,5,108,"Croydon - West",122,4,134,0.5988024,8.461538,8,"21451",3.4188035,5.970149,148,1,4,107,117,"211031451",92.30769,167,88.62276,11,82.30769
137,11,8.029197,6,6.1643834,6.034483,4.511278,81.89655,9,134,"Bayswater North",95,7,116,5.263158,2.919708,14,"21263",2.0547945,12.068966,120,7,3,122,146,"211031263",91.78082,133,90.22556,4,89.051094
138,6,4.347826,10,4.861111,0.8333333,7.6923075,90.0,7,133,"Vermont",108,1,120,3.0769231,2.8985507,11,"21272",2.7777777,9.166667,116,4,4,128,144,"211041272",92.361115,130,89.23077,4,92.753624
70,1,1.4285715,6,10.280374,2.970297,5.5555553,90.09901,11,92,"Vermont South",91,3,101,5.5555553,2.857143,7,"21273",3.7383177,6.930693,96,6,4,67,107,"211041273",85.98131,108,88.888885,2,95.71429
459,33,7.1895423,22,8.4,7.5471697,7.6923075,82.38994,21,209,"Cranbourne North",131,12,159,5.2447553,6.535948,16,"21302",8.0,10.062893,249,15,20,396,250,"212031302",83.6,286,87.062935,30,86.27451
147,10,6.802721,3,5.8333335,2.9850745,2.2727273,88.80597,7,108,"Nunawading",119,4,134,3.030303,2.7210884,11,"21271",4.1666665,8.208955,125,4,5,133,120,"211041271",90.0,132,94.69697,4,90.47619
100,9,9.0,19,11.19403,4.5045047,13.768116,87.38739,15,114,"Belgrave - Selby",97,5,111,4.347826,4.0,9,"21274",3.7313433,8.1081085,113,6,5,87,134,"211051274",85.07462,138,81.884056,4,87.0
132,10,7.5757575,8,8.333333,4.716981,7.4766355,91.50944,9,95,"Chirnside Park",97,5,106,3.7383177,5.3030305,4,"21275",3.7037036,3.7735848,95,4,4,115,108,"211051275",87.96296,107,88.78505,7,87.121216
162,19,11.728395,14,7.9096045,8.333333,9.722222,80.208336,14,155,"Healesville - Yarra Glen",77,8,96,11.805555,3.7037036,11,"21276",4.519774,11.458333,113,17,8,137,177,"211051276",87.57062,144,78.47222,6,84.5679
98,15,15.306123,7,13.043478,3.3613446,6.930693,89.07563,12,75,"Kilsyth",106,4,119,1.980198,4.0816326,9,"21277",5.4347825,7.563025,92,2,5,79,92,"211051277",81.521736,101,91.08911,4,80.61224
208,13,6.25,27,10.38961,1.2345679,11.344538,90.53498,24,196,"Lilydale - Coldstream",220,3,243,5.042017,3.8461537,20,"21278",4.7619047,8.230453,199,12,11,187,231,"211051278",84.84849,238,83.61345,8,89.90385
52,7,13.461538,10,4.5454545,5.4545455,15.625,76.36364,3,63,"Monbulk - Silvan",42,3,55,7.8125,11.538462,10,"21279",0.0,18.181818,49,5,0,39,66,"211051279",95.454544,64,76.5625,6,75.0
92,11,11.956522,3,7.8125,4.9382715,3.8961039,83.950615,5,56,"Montrose",68,4,81,5.194805,17.391304,9,"21280",4.6875,11.111111,70,4,3,65,64,"211051280",87.5,77,90.90909,16,70.652176
242,22,9.090909,16,10.676157,2.631579,5.6537104,95.112785,30,242,"Mooroolbark",253,7,266,2.4734983,5.371901,6,"21281",3.202847,2.255639,260,7,9,207,281,"211051281",86.120995,283,91.872795,13,85.53719
124,16,12.903226,13,9.090909,6.140351,11.111111,84.210526,12,114,"Mount Dandenong - Olinda",96,7,114,8.5470085,13.709678,11,"21282",4.5454545,9.649123,94,10,6,91,132,"211051282",86.36364,117,80.34188,17,73.3871
374,36,9.625669,37,14.224138,4.605263,12.714777,81.57895,33,177,"Pakenham - North",124,7,152,7.5601373,4.8128343,21,"21291",9.4827585,13.815789,232,22,22,320,232,"212011291",76.293106,291,79.72508,18,85.5615
128,12,9.375,8,9.022556,2.919708,7.207207,88.32117,12,109,"Mount Evelyn",121,4,137,1.8018018,7.03125,12,"21283",9.022556,8.759124,101,2,12,107,133,"211051283",81.95489,111,90.99099,9,83.59375
163,23,14.11043,16,11.612904,6.21118,10.884354,75.7764,18,121,"Endeavour Hills - South",122,10,161,5.442177,7.97546,29,"21454",10.32258,18.012423,123,8,16,127,155,"212021454",78.064514,147,83.67347,13,77.91411
350,22,6.285714,29,7.569721,11.971831,9.477124,78.87324,19,212,"Lynbrook - Lyndhurst",112,17,142,5.882353,4.285714,13,"21306",7.9681277,9.154929,259,18,20,313,251,"212031306",84.46215,306,84.640526,15,89.42857
105,13,12.380953,10,7.142857,5.172414,10.0,89.655174,8,101,"Pearcedale - Tooradin",104,6,116,4.0,4.7619047,6,"21308",2.6785715,5.172414,86,4,3,87,112,"212031308",90.17857,100,86.0,5,82.85714
112,1,0.89285713,6,13.492064,3.6697247,5.1282053,84.40367,17,104,"Upwey - Tecoma",92,4,109,6.837607,3.5714285,13,"21284",3.9682539,11.926605,103,8,5,107,126,"211051284",82.53968,117,88.03419,4,95.53571
92,4,4.347826,10,7.079646,1.8691589,11.764706,85.98131,8,100,"Wandin - Seville",92,2,107,4.7058825,4.347826,13,"21285",4.424779,12.149532,71,4,5,84,113,"211051285",88.495575,85,83.52941,4,91.304344
186,16,8.602151,19,11.764706,11.309524,10.857142,74.40476,24,172,"Yarra Valley",125,19,168,11.428572,6.451613,24,"21286",3.9215686,14.285714,136,20,8,158,204,"211051286",84.31373,175,77.71429,12,84.946236
250,25,10.0,6,9.322034,5.5555553,4.2253523,87.03704,11,105,"Beaconsfield - Officer",94,6,108,2.8169014,6.4,8,"21287",1.6949153,7.4074073,132,4,2,209,118,"212011287",88.98305,142,92.95775,16,83.6
116,8,6.8965516,9,8.247422,2.542373,10.714286,84.745766,8,83,"Bunyip - Garfield",100,3,118,1.1904762,5.172414,15,"21288",6.185567,12.711864,74,1,6,102,97,"212011288",85.56701,84,88.09524,6,87.93104
236,22,9.322034,14,11.372549,2.857143,6.034483,86.666664,29,221,"Emerald - Cockatoo",182,6,210,4.7413793,6.355932,22,"21289",1.9607843,10.476191,207,11,5,199,255,"212011289",86.666664,232,89.22414,15,84.32204
101,7,6.930693,6,19.35484,4.6875,6.6666665,92.1875,18,73,"Koo Wee Rup",59,3,64,4.4444447,6.930693,2,"21290",2.1505377,3.125,80,4,2,87,93,"212011290",78.49462,90,88.888885,7,86.13861
147,11,7.482993,9,9.89011,4.5454545,9.278351,84.09091,9,78,"Cranbourne South",37,2,44,7.216495,5.442177,5,"21303",4.3956046,11.363636,81,7,4,128,91,"212031303",85.71429,97,83.50516,8,87.07483
535,37,6.915888,37,10.050251,4.032258,7.4148297,81.048386,40,340,"Pakenham - South",201,10,248,4.6092186,6.728972,37,"21292",4.522613,14.919354,439,23,18,462,398,"212011292",85.42714,499,87.97595,36,86.35514
266,15,5.6390977,19,7.6923075,7.0539417,7.116105,83.81743,22,260,"Berwick - North",202,17,241,1.8726592,5.263158,22,"21293",1.3986014,9.128631,243,5,4,237,286,"212021293",90.90909,267,91.01124,14,89.09775
438,41,9.36073,39,9.484536,4.9382715,9.048724,85.92593,46,418,"Berwick - South",348,20,405,3.4802785,3.8812785,37,"21294",4.329897,9.135802,377,15,21,380,485,"212021294",86.18557,431,87.471,17,86.75799
147,21,14.285714,27,22.222221,11.111111,17.197453,66.666664,32,86,"Doveton",84,14,126,11.464968,17.006804,28,"21295",18.055555,22.222221,112,18,26,101,144,"212021295",59.72222,157,71.33758,25,68.70748
138,21,15.217391,23,15.267176,24.038462,15.231788,61.53846,20,91,"Hallam",64,25,104,18.543047,15.217391,15,"21297",15.267176,14.423077,100,28,20,96,131,"212021297",69.46565,151,66.22517,21,69.565216
61,7,11.47541,7,11.111111,7.3170733,8.641975,86.585365,9,69,"Narre Warren North",71,6,82,4.9382715,3.2786884,5,"21299",3.7037036,6.097561,70,4,3,52,81,"212021299",85.18519,81,86.419754,2,85.2459
122,17,13.934426,6,10.135135,6.428571,4.255319,81.42857,15,119,"Endeavour Hills - North",114,9,140,8.510638,9.016394,17,"21453",9.459459,12.142858,123,12,14,94,148,"212021453",80.4054,141,87.23404,11,77.04918
178,17,9.550562,25,10.439561,5.909091,13.812155,80.90909,19,154,"Narre Warren - North East",178,13,220,8.2872925,6.741573,29,"21455",4.945055,13.181818,141,15,9,149,182,"212021455",84.61539,181,77.90055,12,83.70786
163,17,10.429448,29,9.326425,9.012876,13.744076,79.82832,18,154,"Narre Warren - South West",186,21,233,10.900474,11.656442,26,"21456",10.880829,11.158798,159,23,21,127,193,"212021456",79.79275,211,75.35545,19,77.91411
184,13,7.0652175,21,8.810573,8.374384,9.767442,79.31035,20,196,"Narre Warren South (East)",161,17,203,5.581395,5.4347825,25,"21457",4.845815,12.315271,182,12,11,161,227,"212031457",86.34361,215,84.65116,10,87.5
261,22,8.429119,30,9.202454,5.5944057,11.029411,84.61539,30,281,"Narre Warren South (West)",242,16,286,6.617647,6.51341,28,"21458",4.601227,9.79021,224,18,15,222,326,"212031458",86.19632,272,82.35294,17,85.05747
135,5,3.7037036,9,7.377049,14.102564,8.1081085,80.76923,9,108,"Clarinda - Oakleigh South",63,11,78,5.4054055,5.185185,4,"21309",4.0983605,5.1282053,96,6,5,123,122,"212041309",88.52459,111,86.48649,7,91.111115
146,24,16.438356,20,11.504425,7.5,13.513514,78.333336,13,88,"Clayton South",94,9,120,12.837838,7.5342464,17,"21310",10.619469,14.166667,109,19,12,111,113,"212041310",77.87611,148,73.64865,11,76.0274
414,53,12.801932,56,18.926554,18.777292,14.177216,62.445415,67,247,"Dandenong",143,43,229,12.151898,13.043478,43,"21311",11.299435,18.777292,291,48,40,307,354,"212041311",69.77401,395,73.67088,54,74.15459
256,23,8.984375,26,17.110266,5.8333335,10.655738,83.75,45,181,"Dandenong North",201,14,240,7.377049,7.8125,25,"21312",14.068441,10.416667,200,18,37,213,263,"212041312",68.82129,244,81.96722,20,83.203125
99,5,5.050505,2,7.6923075,0.877193,1.438849,92.98245,9,105,"Dingley Village",106,1,114,0.7194245,3.030303,7,"21313",2.5641026,6.140351,136,1,3,91,117,"212041313",89.74359,139,97.84173,3,91.91919
117,14,11.965812,12,14.655172,15.833333,8.823529,71.666664,17,89,"Noble Park - East",86,19,120,8.823529,7.6923075,15,"21459",8.620689,12.5,112,12,10,94,116,"212041459",76.72414,136,82.35294,9,80.34188
319,35,10.971786,32,18.110237,5.4393306,11.072664,84.93724,46,181,"Keysborough",203,13,239,10.380623,5.3291535,23,"21314",10.629921,9.623431,227,30,27,267,254,"212041314",71.25984,289,78.546715,17,83.69906
82,8,9.756098,8,20.588236,11.666667,9.876543,75.0,14,49,"Noble Park North",45,7,60,14.814815,7.3170733,8,"21316",7.352941,13.333333,61,12,5,68,68,"212041316",72.05882,81,75.30864,6,82.92683
245,39,15.918367,43,19.047619,9.638555,19.196428,72.289154,36,126,"Springvale",180,24,249,11.160714,13.469388,45,"21317",14.285714,18.072289,156,25,27,173,189,"212041317",66.666664,224,69.64286,33,70.61224
175,32,18.285715,21,15.503876,9.929078,12.068966,72.34042,20,98,"Springvale South",102,14,141,4.0229883,12.571428,25,"21318",8.527132,17.730497,146,7,11,121,129,"212041318",75.968994,174,83.90804,22,69.14286
217,29,13.364056,29,15.920398,17.70335,14.646464,67.46411,32,150,"Noble Park - West",141,37,209,7.5757575,5.990783,31,"21460",9.452736,14.832536,154,15,19,175,201,"212041460",74.62687,198,77.77778,13,80.645164
209,23,11.004785,11,9.137055,4.0,5.392157,88.0,18,172,"Ashwood - Chadstone",132,6,150,4.901961,5.7416267,12,"21319",3.5532994,8.0,183,10,7,174,197,"212051319",87.30965,204,89.70588,12,83.253586
143,8,5.5944057,8,8.181818,6.122449,5.970149,85.03401,9,95,"Clayton",125,9,147,6.716418,4.895105,13,"21320",5.4545455,8.843537,117,9,6,128,110,"212051320",86.36364,134,87.31343,7,89.51049
275,11,4.0,13,3.7433155,3.517588,6.1032863,89.447235,7,175,"Glen Waverley - East",178,7,199,0.9389671,1.0909091,14,"21321",2.673797,7.035176,198,2,5,261,187,"212051321",93.582886,213,92.95775,3,94.90909
227,14,6.167401,14,15.131579,5.4545455,6.730769,86.666664,23,124,"Glen Waverley - West",143,9,165,3.8461537,3.0837004,13,"21322",3.2894738,7.878788,186,8,5,206,152,"212051322",81.57895,208,89.42308,7,90.7489
170,7,4.117647,15,5.3097343,1.6528926,8.1081085,90.08264,6,103,"Mount Waverley - North",109,2,121,0.5405405,2.3529413,10,"21323",3.539823,8.264462,169,1,4,159,113,"212051323",91.150444,185,91.35135,4,93.52941
224,11,4.910714,10,6.179775,3.2967033,5.1813474,88.46154,11,164,"Mount Waverley - South",161,6,182,3.1088083,2.6785715,15,"21324",1.6853932,8.241758,177,6,3,207,178,"212051324",92.134834,193,91.70985,6,92.41071
237,15,6.329114,24,13.636364,1.2195122,10.169492,88.414635,24,146,"Mulgrave",145,2,164,3.3898306,3.7974684,17,"21325",3.409091,10.365853,204,8,6,213,176,"212051325",82.954544,236,86.44068,9,89.87342
227,15,6.6079297,14,7.5,3.8095238,6.0869565,86.666664,18,212,"Oakleigh - Huntingdale",182,8,210,5.2173915,7.048458,20,"21326",4.1666665,9.523809,204,12,10,196,240,"212051326",88.333336,230,88.695656,16,86.34361
205,14,6.8292685,17,11.363636,4.6153846,8.542713,85.64103,15,115,"Wheelers Hill",167,9,195,7.5376883,2.4390244,19,"21327",1.5151515,9.743589,167,15,2,186,132,"212051327",87.121216,199,83.9196,5,90.731705
95,20,21.052631,10,9.67742,11.666667,14.084507,83.333336,6,50,"Ardeer - Albion",50,7,60,25.352112,17.894737,3,"21328",9.67742,5.0,43,18,6,58,62,"213011328",80.645164,71,60.56338,17,61.05263
287,36,12.543554,21,12.711864,6.8,8.333333,80.4,30,185,"Hoppers Crossing - South",201,17,250,10.714286,8.710801,32,"21362",8.898305,12.8,204,27,21,226,236,"213051362",78.38983,252,80.95238,25,78.74564
154,9,5.844156,15,13.013699,4.7619047,12.931034,85.71429,19,115,"Cairnlea",126,7,147,12.068966,5.194805,14,"21329",8.219178,9.523809,87,14,12,137,146,"213011329",78.76712,116,75.0,8,88.96104
166,15,9.036144,11,10.606061,2.2727273,9.243697,85.606064,14,105,"Keilor Downs",113,3,132,9.243697,6.626506,16,"21332",9.848485,12.121212,97,11,13,140,132,"213011332",79.545456,119,81.5126,11,84.33735
463,44,9.50324,67,15.762274,16.666666,17.771883,71.49123,61,292,"Deer Park - Derrimut",163,38,228,23.076923,9.50324,27,"21330",8.78553,11.842105,223,87,34,375,387,"213011330",75.452194,377,59.151196,44,80.99352
182,14,7.6923075,21,10.828026,5.6179776,12.209302,83.146065,17,115,"Kings Park (Vic.)",74,5,89,12.790698,4.945055,10,"21333",15.923567,11.235955,129,22,25,159,157,"213011333",73.248405,172,75.0,9,87.36264
267,43,16.10487,30,16.22807,15.384615,13.043478,68.37607,37,170,"St Albans - North",160,36,234,20.0,16.10487,38,"21334",9.210526,16.239317,154,46,21,181,228,"213011334",74.5614,230,66.95652,43,67.79026
144,9,6.25,12,12.92517,9.523809,8.695652,74.28571,19,115,"Altona North",78,10,105,6.521739,12.5,17,"21343",8.843537,16.190475,117,9,13,117,147,"213021343",78.23129,138,84.78261,18,81.25
