m1_carasdriv_maopdv, m1_tram_inc_lr_tot, m2_trncaraspa_tot, m1_train_lab, m2_trncaraspa_mng, m1_train_maopdv, m1_wlkonly_claw, m1_tot_m1_mng, m2_trnoth_tot, m1_oth_tot, m1_caraspas_idns, m1_carasdriv_mng, m2_trnoth_lab, m1_taxi_idns, m2_trnoth_mng, m2_trntrm_inc_lr_mng, m2_trnfer_claw, m1_train_pro, m2_trnbus_claw, m2_trncarasdriv_mng, m1_wlkonly_idns, m2_trn_and_tot_lab, m1_ferry_swks, m1_truck_swks, m1_bicycle_mng, m2_trn_and_tot_pro, m1_tram_inc_lr_mng, m1_tram_inc_lr_claw, m2_trnoth_pro, m2_trncaraspa_copsw, m2_trnoth_tectw, m2_trnbus_idns, m1_ferry_copsw, m1_carasdriv_copsw, m1_train_tot, m2_trncaraspa_idns, m2_trnbus_maopdv, m1_caraspas_copsw, m2_trnfer_mng, m1_tot_m1_claw, m1_caraspas_tot, m1_taxi_maopdv, m1_bus_mng, m2_trncarasdriv_claw, m2_trn_and_tot_copsw, m1_carasdriv_pro, m1_bicycle_claw, m1_mbikescoot_copsw, m1_bicycle_idns, m1_ferry_tot, m2_trnbus_pro, m1_bicycle_maopdv, m2_trnoth_claw, m1_oth_lab, m1_tram_inc_lr_tectw, m1_ferry_lab, m1_taxi_tectw, m1_taxi_claw, m1_oth_pro, m1_train_mng, m2_trntrm_inc_lr_maopdv, m1_truck_tot, sa4_name16, m1_caraspas_mng, m1_wlkonly_pro, m1_oth_maopdv, m1_caraspas_swks, m2_trn_and_tot_maopdv, m1_caraspas_claw, m1_tram_inc_lr_copsw, m1_mbikescoot_claw, m1_wlkonly_lab, m1_train_idns, m1_tram_inc_lr_idns, m2_trn_and_tot_swks, m2_trncaraspa_tectw, m1_bus_lab, m2_trncaraspa_swks, m1_mbikescoot_tectw, m1_bicycle_copsw, m2_trnbus_tectw, m2_trn_and_tot_claw, m1_oth_claw, m2_trnfer_copsw, m1_bus_tot, m1_bus_idns, m1_truck_mng, m1_truck_claw, m2_trnbus_lab, m2_trntrm_inc_lr_lab, m2_trn_and_tot_tot, m2_trnfer_tectw, m2_trncaraspa_lab, m2_trntrm_inc_lr_idns, m2_trnbus_tot, m1_caraspas_pro, m2_trnfer_maopdv, m2_trntrm_inc_lr_tot, m1_bus_copsw, m2_trnfer_pro, m1_bus_claw, m1_oth_mng, m2_trnbus_swks, m2_trncaraspa_maopdv, m1_truck_maopdv, m1_wlkonly_tectw, m1_train_tectw, m1_bicycle_pro, m2_trncarasdriv_maopdv, m2_trnoth_swks, m1_carasdriv_idns, m1_wlkonly_swks, m1_carasdriv_lab, m2_trncarasdriv_copsw, m2_trncaraspa_pro, m2_trnoth_maopdv, m1_ferry_pro, m1_ferry_claw, m1_bus_maopdv, m2_trnfer_idns, m1_tot_m1_idns, m1_wlkonly_copsw, m1_carasdriv_tot, m1_tot_m1_tot, m1_train_claw, m1_tram_inc_lr_swks, m1_oth_tectw, m1_wlkonly_tot, m1_tot_m1_copsw, m1_mbikescoot_idns, m2_trncarasdriv_pro, m2_trntrm_inc_lr_copsw, m2_trnfer_tot, m2_trn_and_tot_idns, m1_tot_m1_tectw, m1_train_swks, m2_trntrm_inc_lr_pro, m1_ferry_tectw, m1_ferry_maopdv, m1_wlkonly_maopdv, m2_trncarasdriv_idns, m1_taxi_lab, m1_bicycle_swks, m1_bus_swks, m1_carasdriv_tectw, m2_trnfer_swks, m1_mbikescoot_lab, m1_taxi_pro, m1_mbikescoot_maopdv, m1_ferry_idns, m1_bicycle_tot, m1_caraspas_lab, m2_trncarasdriv_swks, m1_tot_m1_swks, m1_truck_copsw, m1_bicycle_lab, m1_mbikescoot_mng, m1_carasdriv_claw, m1_truck_idns, m1_mbikescoot_pro, m1_caraspas_maopdv, m1_train_copsw, m2_trntrm_inc_lr_swks, m1_mbikescoot_tot, m1_bus_pro, m1_oth_copsw, m1_tot_m1_maopdv, m1_tram_inc_lr_lab, m1_mbikescoot_swks, m1_tot_m1_pro, m1_taxi_swks, m2_trn_and_tot_tectw, m1_oth_idns, m2_trncarasdriv_tectw, m2_trncarasdriv_tot, m1_tram_inc_lr_pro, m2_trnbus_copsw, m1_ferry_mng, m2_trnfer_lab, m2_trnbus_mng, m2_trncarasdriv_lab, m1_oth_swks, m1_truck_lab, m1_tot_m1_lab, m1_bus_tectw, m1_caraspas_tectw, m2_trnoth_copsw, m1_carasdriv_swks, m1_truck_pro, m1_taxi_copsw, m1_bicycle_tectw, m1_tram_inc_lr_maopdv, m2_trn_and_tot_mng, m1_wlkonly_mng, m1_taxi_mng, m1_truck_tectw, m2_trnoth_idns, m2_trntrm_inc_lr_tectw, sa4_code16, m2_trntrm_inc_lr_claw, m2_trncaraspa_claw, m1_taxi_tot
2590,51,1287,1641,180,316,1335,28392,405,973,66,18343,13,7,78,13,22,13496,1356,814,140,762,11,11,265,5723,8,6,177,71,25,170,11,8697,33119,12,163,820,20,21307,6344,12,1821,850,1143,30080,76,123,21,305,3072,23,55,41,4,4,16,26,291,4575,0,566,"Sydney - North Sydney and Hornsby",855,3402,31,813,235,908,3,144,652,602,3,1162,85,470,109,235,55,633,2577,113,10,11659,173,102,10,603,3,15122,6,44,0,8690,1441,3,93,1011,49,1979,236,758,13,103,772,2358,601,42,13,1185,1312,4295,159,484,6,140,35,103,3,2286,1513,95287,162521,5445,3,102,10887,14507,29,1897,7,116,256,16172,2467,41,15,0,132,59,0,54,1140,11084,9,49,145,60,9,1218,707,258,13782,0,43,360,11230,13,634,139,2211,4,1746,4297,63,3511,3,107,54568,19,1118,40,357,4526,21,873,80,0,1053,84,59,82,7983,665,604,15,7781,12,4,89,0,2153,1631,132,237,8,4,"121",14,278,371
2267,11,23,66,3,9,440,10287,10,492,56,8754,0,3,0,0,6,78,95,14,41,197,8,8,114,307,3,0,3,5,0,12,12,5643,387,0,48,555,15,8623,3582,17,327,8,200,12775,60,70,17,120,191,58,0,42,0,3,6,10,125,22,0,623,"Sydney - Northern Beaches",269,671,37,646,50,374,0,85,441,15,0,143,0,582,5,157,123,128,108,53,18,4427,63,101,11,163,0,1274,23,0,0,974,385,0,0,766,70,477,73,118,0,119,397,81,180,0,0,627,651,2966,6,5,0,45,15,267,0,863,781,53278,68769,22,0,85,4095,8033,11,31,0,177,17,10233,51,0,10,3,195,3,39,67,861,8178,18,43,22,93,7,846,619,3,7383,3,94,112,7076,10,144,179,45,0,771,648,40,3254,0,54,15086,4,172,15,14,89,3,162,24,22,52,4,25,106,4998,437,504,0,4990,10,9,132,0,82,480,22,251,0,0,"122",0,0,132
6515,8,75,238,4,112,121,7000,32,273,78,6349,4,3,0,0,0,199,32,27,18,157,0,12,17,111,3,0,9,12,5,4,0,6032,1158,0,46,472,0,7684,4496,32,32,11,72,10165,13,25,3,4,47,24,4,32,0,0,4,3,36,63,0,1002,"Sydney - Outer South West",227,164,29,872,63,373,0,24,231,29,0,66,9,174,11,69,15,48,59,41,0,778,14,96,27,111,0,669,0,22,0,402,386,0,0,107,0,61,31,41,7,414,132,184,23,10,0,820,173,5569,12,7,5,0,0,54,0,995,189,56433,65978,111,0,44,1295,6970,4,42,0,0,11,10256,134,0,0,0,106,6,12,4,228,8840,0,40,13,67,0,150,1102,17,6693,3,30,24,6915,12,17,378,97,0,299,52,31,7739,0,22,11071,6,74,10,13,160,0,45,0,0,22,19,9,145,7575,64,601,0,5224,6,5,26,0,48,158,3,290,0,0,"123",0,11,83
6507,5,134,271,8,82,250,8930,64,432,87,7865,12,0,3,0,0,405,56,25,30,159,0,12,42,214,0,0,17,15,8,9,0,8611,1865,4,40,702,0,10910,5554,25,30,45,123,14318,27,51,6,9,92,43,3,37,0,0,18,7,73,146,0,1355,"Sydney - Outer West and Blue Mountains",325,397,43,1113,57,461,4,67,370,45,0,106,25,191,20,118,30,62,118,66,0,864,16,136,36,105,0,970,0,24,0,522,492,0,0,118,0,85,65,67,6,606,319,200,86,10,7,1001,311,6161,23,22,3,0,0,68,0,1235,383,70567,84120,214,0,64,2466,10240,8,83,0,0,11,12088,238,0,0,0,116,0,33,16,198,10180,0,51,15,69,3,366,1233,18,8197,0,48,42,9700,12,62,420,276,0,492,82,47,7974,0,31,15946,11,128,19,28,248,0,73,0,0,25,21,20,201,8595,73,719,8,6235,18,23,68,0,55,284,8,333,0,0,"124",0,16,132
13444,38,900,1411,62,532,826,24038,280,934,205,20473,21,10,43,4,4,4439,1303,261,104,713,0,35,95,2366,4,7,98,56,25,101,0,10877,16544,14,369,781,9,33153,9622,156,487,1072,727,30143,77,74,17,46,1274,63,41,70,3,0,14,51,122,1338,0,1794,"Sydney - Parramatta",738,1316,110,1120,454,1807,0,113,539,393,3,605,66,547,61,130,55,342,2761,152,0,6971,148,157,148,561,3,9112,0,67,0,5129,1340,0,33,576,24,2152,110,410,24,828,482,1254,288,50,12,2596,647,10689,194,223,18,18,7,273,0,3596,707,139425,182779,4780,3,158,5336,14520,23,732,3,36,162,22007,1071,17,3,3,261,41,23,37,724,18105,0,60,34,129,4,790,1774,115,13806,3,87,128,23037,32,204,828,1318,0,928,1673,101,16634,3,61,39601,21,629,61,191,2727,4,455,5,0,322,63,45,206,15417,395,1027,18,10049,16,12,66,3,700,461,42,354,3,0,"125",5,334,355
1350,20,317,519,27,103,333,14564,125,431,60,11883,3,3,14,0,8,3205,493,128,41,227,3,4,130,1516,3,3,67,25,14,58,0,4286,8286,3,48,382,6,11392,3339,19,491,184,300,20013,29,41,6,19,948,10,14,20,3,0,7,9,115,1003,0,324,"Sydney - Ryde",389,907,12,451,67,504,0,96,260,152,3,319,22,334,32,92,23,196,774,56,0,4749,67,30,17,196,0,4068,0,12,0,2700,758,0,15,472,14,768,113,212,8,76,258,679,297,7,3,894,376,2410,32,111,5,5,0,85,0,1256,485,59129,80829,1422,0,41,3042,6262,9,359,0,39,80,8230,677,8,3,0,69,12,3,18,619,6338,3,28,59,28,0,557,408,71,6013,3,19,152,8152,3,279,70,540,0,757,1555,31,1824,4,33,27218,10,308,21,79,880,3,237,10,0,298,14,24,60,4069,349,313,8,3811,9,6,28,0,477,321,48,130,0,0,"126",0,74,164
10291,4,146,293,7,113,313,12141,59,576,162,10904,4,4,3,0,0,610,132,41,67,242,0,36,31,341,0,0,20,11,10,16,0,8343,2485,3,128,743,0,14308,7110,59,53,51,175,16979,15,59,9,9,186,55,3,46,0,0,7,5,58,146,0,1881,"Sydney - South West",445,423,58,1255,156,795,0,37,431,52,0,163,15,328,19,64,29,94,212,74,0,1791,51,183,64,194,4,1578,0,28,0,1051,683,0,8,231,3,264,59,126,8,957,267,268,55,16,0,1720,436,8103,39,38,3,0,0,182,0,2130,551,89615,107207,445,0,112,2871,10382,7,91,0,9,33,15087,238,3,3,0,117,8,42,15,342,12974,0,42,17,78,0,293,1530,24,10404,3,52,37,12289,24,58,639,319,0,402,191,102,12549,0,15,19092,5,149,30,31,312,3,117,0,0,52,15,38,255,11115,151,862,8,8009,10,14,45,0,111,269,16,347,0,0,"127",0,21,162
1895,7,134,375,7,54,239,6712,36,245,47,5964,0,0,3,0,3,423,47,23,29,156,0,5,26,173,0,0,8,29,8,14,0,5375,2611,0,29,468,0,6828,3022,3,20,17,203,9450,23,17,9,14,85,20,4,26,0,3,5,0,53,162,0,532,"Sydney - Sutherland",188,342,14,695,36,268,0,29,238,51,0,151,13,89,32,41,41,48,81,44,0,549,10,83,10,120,0,990,3,22,0,585,271,0,4,115,0,62,37,89,3,145,212,360,63,0,3,513,406,2808,35,17,0,3,3,22,0,671,467,43357,53119,205,0,28,2202,7010,4,56,0,11,14,7997,492,0,0,0,57,5,3,21,132,6640,4,24,8,17,0,313,589,30,6566,0,51,23,5944,0,42,99,490,0,217,62,19,2327,0,26,10728,3,115,17,34,220,0,135,0,0,28,15,14,88,4284,44,401,5,4766,3,12,51,3,56,212,7,203,0,0,"128",0,10,49
2493,13,7,10,0,0,179,5765,16,245,43,4949,0,0,6,0,0,50,3,9,17,10,0,9,27,42,0,0,7,0,0,0,0,5090,123,0,0,360,0,5982,2827,13,10,5,7,8716,18,7,4,15,6,22,0,31,0,0,8,6,36,18,0,336,"Ballarat",196,470,19,700,0,225,0,15,201,3,0,3,0,83,0,20,32,3,12,19,0,390,7,70,9,3,0,106,0,0,0,22,279,0,8,68,0,40,62,0,0,149,203,12,112,0,0,487,227,4320,4,4,0,0,0,9,0,583,239,41588,48159,15,0,28,1995,5848,0,21,0,0,3,7055,6,3,8,0,56,0,38,25,101,6256,0,26,12,16,0,358,609,3,4926,0,55,15,5454,7,30,70,14,0,138,36,19,2848,0,7,9747,11,14,14,5,52,6,3,0,0,0,0,10,31,5394,39,354,0,3834,0,17,65,0,14,403,7,62,0,0,"201",0,0,125
2534,13,24,22,0,5,223,5862,24,248,39,4939,5,0,3,0,0,73,4,22,31,24,3,17,45,47,0,3,11,0,0,0,0,5080,215,0,0,318,0,5812,2990,12,20,4,12,8458,30,15,3,10,4,18,0,30,0,0,11,7,32,33,0,344,"Bendigo",209,522,14,633,4,256,0,20,250,5,0,11,0,78,0,29,50,3,16,21,0,400,5,70,14,3,0,139,0,6,0,21,336,0,3,59,0,31,62,3,4,130,233,9,158,0,0,479,222,4975,4,5,0,0,0,34,0,587,220,41390,48602,29,0,33,2210,5800,8,24,0,0,0,6909,15,0,0,0,74,0,10,30,100,6106,0,27,7,28,0,482,783,3,4685,0,58,44,5176,3,44,119,18,0,225,43,20,2971,3,20,9691,4,5,11,4,61,6,0,0,0,0,5,13,43,6291,25,305,3,3629,0,14,78,0,27,430,10,69,0,0,"202",4,4,76
4599,14,36,24,3,12,322,10067,31,400,76,8863,0,5,3,6,0,221,10,21,35,23,3,16,88,186,0,0,18,0,0,0,6,9618,551,0,7,618,0,10524,5061,42,63,33,29,16454,67,24,17,26,34,50,0,37,0,3,14,10,59,74,0,484,"Geelong",309,745,31,1177,10,517,0,19,352,9,0,25,3,213,3,56,94,14,46,48,0,1269,21,70,22,14,0,407,0,10,0,99,530,0,33,189,0,199,79,6,0,142,275,50,337,3,0,875,368,6888,18,10,3,0,0,34,0,1079,395,75273,87503,79,0,59,3037,11029,7,94,3,0,7,12843,47,20,0,0,83,6,43,61,246,11499,0,29,23,27,3,935,1093,9,9217,0,129,41,9235,9,62,173,38,0,279,196,36,5195,0,14,18644,23,38,19,17,209,12,8,3,0,3,3,23,82,8908,100,555,3,7246,4,14,95,0,38,461,11,139,0,0,"203",3,0,175
3537,8,3,8,0,6,303,7602,6,694,25,6012,3,3,0,0,0,21,0,4,61,7,3,11,49,15,3,0,0,0,0,0,0,5387,78,0,3,344,0,5683,2928,17,12,3,5,8044,37,19,3,15,0,49,0,45,0,0,4,0,40,3,0,486,"Hume",204,487,127,613,5,194,3,18,553,3,0,6,0,67,0,35,82,0,3,37,0,342,8,104,9,3,0,51,0,0,0,7,264,0,3,83,0,29,183,3,0,195,619,19,110,3,0,524,473,5489,3,3,0,0,0,57,0,684,915,44556,54618,6,3,64,4565,6998,8,15,0,0,0,8321,5,0,4,3,231,0,17,37,51,6968,0,44,0,19,3,571,749,3,4785,3,107,102,5039,13,41,129,8,0,294,20,144,4373,0,15,9038,5,3,30,3,30,0,0,0,0,0,4,26,55,7136,21,418,0,3551,9,10,88,0,5,915,4,87,0,0,"204",0,0,71
4719,14,29,14,4,7,266,10242,10,629,53,8140,0,7,5,0,0,66,0,8,51,7,0,18,40,34,0,0,5,11,3,0,5,8205,210,0,0,511,0,9202,4476,19,15,4,19,12108,26,12,11,23,3,44,0,59,0,3,8,9,55,18,0,637,"Latrobe - Gippsland",315,559,41,1030,0,314,3,15,575,0,0,14,6,68,7,51,45,4,10,44,0,316,5,112,10,3,0,119,0,3,0,22,331,0,4,39,0,20,228,3,0,271,401,36,125,0,0,808,397,7760,9,3,0,0,3,28,0,977,405,67534,78831,22,0,113,3948,9303,9,17,0,0,3,12796,25,0,3,4,136,0,20,51,83,11310,0,57,9,34,0,531,1145,7,7665,4,85,195,8468,9,27,154,15,0,413,16,47,5456,0,14,13323,11,16,19,5,50,6,3,3,0,0,3,21,100,9878,40,631,0,6013,9,11,94,0,16,1150,15,99,0,0,"205",3,0,108
8448,47193,4700,5648,589,956,4221,90029,2217,2898,318,49796,72,21,331,1636,3,51543,2716,3870,511,2333,14,31,3580,23205,6446,8071,1021,198,166,277,14,21170,133642,77,154,1540,0,85174,17920,132,1149,6262,3229,72830,2123,399,272,199,4587,281,317,128,2719,17,62,150,914,18942,85,893,"Melbourne - Inner",2697,13761,135,1782,489,3492,4580,435,1543,2550,647,3273,205,461,289,523,1768,777,13128,344,0,9046,153,146,51,897,741,57846,0,138,196,12579,4988,0,13795,717,3,1752,601,952,21,301,2395,7801,11162,204,84,3434,2836,11733,1003,1865,29,38,14,113,0,8171,4498,247985,522943,30738,3999,238,35605,42641,58,9885,1007,12,943,45081,7828,5846,34,9,267,360,21,870,742,27709,0,205,492,110,53,22090,1366,1038,37587,5,634,721,33790,16,1467,286,7644,912,4076,3423,217,11245,2037,172,179125,67,3463,136,1453,24548,18490,864,13,7,1359,480,187,107,23893,530,1456,153,19066,20,90,1408,210,7779,5579,354,210,41,860,"206",2510,1319,1392
1814,1835,254,308,13,51,494,15790,142,610,67,13682,0,0,20,70,0,1909,222,95,56,211,5,9,157,1163,136,235,69,28,9,14,0,10470,5130,6,22,812,0,16036,5013,10,119,142,343,28690,74,34,20,23,336,21,17,39,135,0,16,13,161,501,5,389,"Melbourne - Inner East",426,1349,19,1107,47,600,298,40,383,98,24,274,19,295,20,45,107,108,629,86,0,1984,36,49,13,127,52,3227,0,5,11,1184,889,0,912,356,0,224,137,124,3,100,335,423,567,6,9,1018,655,4018,44,81,3,4,4,38,0,1359,751,91860,113148,943,254,65,4573,13364,10,312,91,0,39,11827,421,366,7,3,60,12,23,69,420,9993,0,31,49,18,0,1159,610,35,11874,0,70,54,13300,7,141,57,487,80,385,347,45,2213,159,23,34684,7,256,32,53,731,571,170,0,0,67,25,31,50,5989,148,441,12,8872,5,12,85,18,269,492,38,147,0,72,"207",168,81,183
5446,664,175,441,10,100,411,16733,164,727,61,15127,13,6,6,44,0,1001,127,49,48,303,3,22,116,582,49,89,57,35,30,12,3,11606,3987,0,72,827,0,15174,5624,42,80,56,475,23451,79,37,23,17,190,60,15,35,55,5,17,16,184,295,11,525,"Melbourne - Inner South",429,858,40,1276,92,533,144,31,407,67,9,392,14,290,25,74,186,135,287,84,0,1789,23,67,21,212,37,2635,0,15,5,1336,631,0,519,340,0,143,119,253,3,164,350,456,388,7,12,1274,789,7392,51,41,7,3,0,86,0,1572,789,103611,122912,423,72,94,4114,14721,9,130,99,0,22,17075,493,153,4,0,75,3,12,137,516,14970,0,27,35,38,4,1281,989,47,14446,3,143,31,13345,12,90,271,708,58,384,158,65,6329,71,39,26957,23,286,40,61,427,157,260,3,0,80,28,63,86,9900,135,607,26,11007,4,26,153,11,193,395,29,159,0,44,"208",73,26,200
6515,459,107,286,6,68,231,13241,118,630,83,11981,7,7,9,13,0,647,81,24,50,187,5,19,82,423,24,43,65,13,9,6,3,11970,1984,0,43,742,0,13723,6435,137,88,42,208,23742,66,44,8,29,166,57,8,31,27,0,10,16,104,123,0,800,"Melbourne - North East",402,682,50,1704,62,523,88,31,361,41,7,149,6,363,12,65,101,82,156,86,0,1915,30,123,26,136,16,1424,0,20,0,780,650,0,149,332,0,127,87,100,7,310,359,219,447,6,3,1197,427,8148,31,22,3,3,0,105,0,1475,517,100177,117042,191,62,117,3025,14146,4,106,14,0,14,16314,169,63,4,5,126,4,46,43,436,14354,0,32,20,35,3,986,1347,19,12822,6,87,37,12383,16,68,276,241,9,330,254,82,7686,47,20,26784,13,137,30,26,275,158,132,3,0,38,19,35,116,10855,180,693,13,9893,9,18,97,4,79,273,20,185,0,15,"209",19,14,287
12906,171,75,206,3,74,115,14395,77,668,104,13457,10,4,7,11,0,258,62,12,17,205,3,24,37,217,5,18,33,15,4,5,0,9932,1166,0,55,682,0,15631,6252,148,49,17,101,15562,39,33,11,28,96,58,7,47,18,3,15,10,85,60,7,1113,"Melbourne - North West",375,186,118,1349,87,553,27,30,237,33,3,132,16,229,7,62,58,61,104,99,0,1106,28,128,75,138,19,1046,0,17,3,622,421,0,109,193,0,69,81,100,10,492,186,173,114,4,3,1591,243,10433,8,6,12,3,0,123,0,1837,262,104915,118096,93,34,102,1505,11534,7,43,7,0,14,18756,112,35,3,3,111,0,31,25,245,17031,0,38,36,67,3,467,1433,14,11595,4,59,20,14522,21,49,529,146,9,324,78,85,14633,23,18,16829,14,127,14,35,162,26,68,4,0,27,22,39,157,12896,95,799,5,9478,9,104,67,15,66,147,18,201,0,12,"210",11,4,386
8500,66,104,200,10,57,241,18898,59,605,105,17497,7,3,3,15,0,308,71,30,41,208,0,23,57,258,7,4,16,17,7,16,5,13447,1434,4,54,991,0,17541,7512,29,66,37,171,23576,39,37,12,21,117,58,8,55,6,0,13,12,108,105,0,1092,"Melbourne - Outer East",463,370,36,1947,75,537,4,44,470,34,0,185,13,412,26,84,41,80,123,87,0,1853,31,123,35,159,9,1283,0,12,0,783,505,0,89,330,0,136,120,129,0,378,330,218,143,11,3,1474,449,11321,24,22,3,0,3,99,0,1753,434,125255,141797,120,9,97,2822,15517,12,74,10,0,18,22438,210,32,3,3,98,0,36,45,441,20162,0,49,15,50,4,569,1682,21,16214,0,79,45,16277,19,61,383,179,8,412,136,42,9689,10,37,25266,20,143,28,33,250,24,119,0,0,39,17,35,176,14489,194,905,4,13003,14,11,96,0,93,401,12,320,0,5,"211",9,3,151
20717,95,209,477,10,212,342,33775,158,1430,199,31429,14,14,9,16,0,943,254,69,58,395,4,34,121,969,14,14,71,16,25,19,3,18451,3554,3,119,1328,0,34577,13341,187,114,74,283,46178,70,73,16,46,553,85,6,97,10,5,28,22,193,235,4,2006,"Melbourne - South East",908,810,159,2751,191,1315,14,60,604,81,0,276,27,756,29,139,69,190,397,235,0,3456,59,232,125,283,19,3060,0,30,7,1898,1283,0,202,465,0,334,181,177,9,904,428,462,407,37,9,3094,636,19662,49,49,13,3,4,272,0,3655,719,224973,255449,437,6,205,4165,21739,14,197,9,0,41,37204,322,94,11,0,164,9,63,68,614,33549,0,78,49,131,8,1106,3001,47,24859,6,125,84,31623,28,177,976,387,19,805,538,190,23811,12,47,50633,30,322,79,64,599,28,207,4,0,82,46,76,308,25191,299,1572,6,20275,13,28,145,0,185,390,56,358,3,19,"212",20,33,473
21859,238,179,428,4,173,326,20654,179,1042,161,18839,19,11,16,23,0,1019,144,57,47,297,0,24,98,636,24,18,64,30,26,19,5,16426,3460,3,105,1244,0,21458,11199,268,80,59,299,27873,75,60,22,24,243,109,19,82,10,3,5,21,116,245,10,1500,"Melbourne - West",605,609,162,2715,174,877,26,60,494,79,0,266,18,435,13,95,165,85,279,135,0,2109,55,156,69,188,27,2327,0,29,3,1199,871,0,275,379,0,143,141,181,12,759,361,338,423,23,10,2428,663,15081,58,42,21,0,0,122,0,2916,734,158655,184283,433,78,140,3739,19607,19,183,31,0,28,24413,332,103,9,4,137,4,49,114,583,21723,0,60,29,106,3,1270,2355,36,19742,4,153,53,19301,25,105,1148,406,23,586,169,137,24853,34,35,31259,21,188,51,45,497,40,169,3,0,63,35,65,209,19384,152,1214,14,15120,7,19,114,6,164,376,30,242,0,14,"213",34,19,463
2916,4,27,42,0,5,158,8678,19,435,66,7892,3,0,3,0,0,85,7,7,43,40,7,12,24,66,0,0,5,3,3,0,0,8728,332,0,7,587,0,8137,4475,10,29,9,29,12886,12,23,4,24,16,17,0,35,0,3,10,3,57,27,0,603,"Mornington Peninsula",231,233,31,1230,7,231,0,19,300,13,0,52,0,176,10,39,53,18,25,49,0,830,19,72,17,36,3,273,0,0,0,139,323,0,13,138,0,44,64,31,0,179,496,41,83,0,3,689,329,6180,5,10,0,4,0,30,0,863,548,64549,74317,31,0,69,2462,10217,3,33,0,0,0,12471,53,5,5,0,55,0,10,31,223,10806,0,17,11,15,0,351,1043,15,8808,0,66,22,7563,7,31,131,37,0,176,51,80,3382,0,8,13772,6,35,26,7,83,3,14,0,0,6,6,26,127,7991,113,642,0,6891,6,18,59,0,14,303,7,184,0,0,"214",3,3,76
2735,6,3,3,0,4,261,8061,0,504,45,6296,0,0,0,0,0,3,0,3,38,5,0,6,26,0,5,0,0,0,0,0,0,4882,16,0,0,290,0,5286,3159,7,9,0,0,7055,22,16,4,22,0,32,0,52,0,6,5,3,23,0,0,406,"North West",213,477,22,654,0,162,0,12,514,0,0,0,0,83,0,29,42,0,0,16,0,222,3,101,3,0,0,13,0,0,0,5,274,0,0,14,0,11,275,0,0,168,315,3,80,0,0,477,363,5107,0,0,0,4,0,37,0,597,345,40742,49260,3,0,52,3503,5638,0,0,0,0,0,6439,0,0,3,0,145,0,14,36,41,5568,0,37,3,24,0,412,1057,0,4971,3,99,76,4795,7,10,132,4,0,207,9,28,3311,0,8,7940,12,0,16,0,9,0,0,3,0,0,0,15,48,7018,20,327,0,3825,0,11,60,0,3,1043,7,69,0,0,"215",0,0,65
2713,3,4,5,0,0,164,6268,0,272,34,5045,0,3,0,0,0,4,0,4,31,0,0,6,30,0,0,0,0,0,0,0,0,3915,22,0,0,255,0,4867,2641,10,9,0,3,6633,27,16,5,13,0,37,0,47,0,0,4,0,14,3,0,304,"Shepparton",188,342,26,656,0,171,0,12,354,0,0,3,0,45,0,24,27,0,0,23,0,122,3,44,3,0,0,13,0,0,0,0,217,0,4,19,0,14,119,0,0,159,214,5,66,0,0,388,269,5101,0,0,0,0,0,3,0,473,225,37062,43575,0,0,23,2336,4468,0,0,0,0,0,6169,3,0,8,0,88,0,17,39,22,5477,0,42,4,19,0,426,747,0,4364,0,113,173,4450,0,13,93,3,0,307,9,7,3152,0,6,7313,10,4,7,0,7,5,0,0,0,0,0,5,39,6504,5,288,0,3342,4,9,83,0,4,658,5,45,0,0,"216",0,0,65
2791,4,3,15,3,0,188,6276,0,373,32,4627,0,3,0,0,0,12,0,0,37,0,3,8,44,4,0,0,0,0,0,0,0,3950,51,0,0,231,0,4217,2470,19,0,0,7,6048,27,9,7,5,0,34,0,54,3,0,10,6,16,3,0,383,"Warrnambool and South West",155,352,23,617,0,148,0,5,559,0,0,9,0,24,3,17,35,0,0,22,0,127,0,100,3,0,0,24,0,0,0,8,220,0,0,12,0,3,181,5,0,147,225,3,78,0,0,382,277,4851,3,0,0,0,0,19,0,474,235,34422,41527,7,6,39,2909,4503,7,4,0,0,0,5708,9,0,0,0,81,0,20,30,31,4999,0,37,0,32,0,385,706,0,3968,0,76,204,3802,4,7,91,3,0,317,7,23,3243,0,0,6751,3,0,7,0,16,0,3,0,0,0,0,8,43,6389,25,268,0,2971,4,5,58,0,3,947,3,70,0,0,"217",0,0,77
5103,6,41,121,0,48,130,8015,23,384,64,7272,10,0,0,0,0,69,9,14,27,59,13,16,41,52,0,0,5,10,3,3,11,6036,469,0,20,574,0,8352,4171,14,23,7,40,9391,32,35,5,81,21,44,0,39,0,8,7,5,61,24,0,730,"Brisbane - East",244,165,38,816,30,338,0,55,244,8,0,32,9,128,3,126,51,15,21,61,0,664,6,90,27,33,0,295,0,7,0,146,264,0,0,124,0,62,63,12,3,304,148,51,80,7,3,716,247,6653,10,7,0,18,8,45,0,865,286,57055,66209,43,0,56,1476,7217,6,12,0,4,5,10383,44,0,9,7,52,0,15,19,154,9185,0,82,13,166,4,435,1094,10,6462,0,80,57,7597,10,85,306,59,0,652,63,36,6131,0,28,10222,7,38,6,7,80,0,20,8,0,6,7,17,95,8557,67,478,0,5105,8,9,78,0,16,175,16,183,0,0,"301",0,3,89
