m_2013_14_median_employment_income_per_employed_person_aud, m_2017_18_median_employment_income_per_employed_person_aud, f_2012_13_median_employment_income_per_employed_person_aud, p_2012_13_median_employment_income_per_employed_person_aud, m_2017_18_employed_persons_000, f_2013_14_employed_persons_000, f_2011_12_employed_persons_000, m_2012_13_employed_persons_000, sa2_name16, p_2015_16_employed_persons_000, p_2011_12_median_employment_income_per_employed_person_aud, m_2011_12_employed_persons_000, p_2016_17_employed_persons_000, p_2012_13_employed_persons_000, f_2016_17_median_employment_income_per_employed_person_aud, m_2016_17_median_employment_income_per_employed_person_aud, m_2011_12_median_employment_income_per_employed_person_aud, p_2017_18_employed_persons_000, f_2016_17_employed_persons_000, f_2017_18_employed_persons_000, f_2012_13_employed_persons_000, f_2015_16_employed_persons_000, f_2013_14_median_employment_income_per_employed_person_aud, f_2011_12_median_employment_income_per_employed_person_aud, f_2017_18_median_employment_income_per_employed_person_aud, m_2012_13_median_employment_income_per_employed_person_aud, p_2013_14_median_employment_income_per_employed_person_aud, m_2015_16_employed_persons_000, m_2014_15_median_employment_income_per_employed_person_aud, p_2015_16_median_employment_income_per_employed_person_aud, f_2015_16_median_employment_income_per_employed_person_aud, p_2014_15_median_employment_income_per_employed_person_aud, p_2013_14_employed_persons_000, f_2014_15_employed_persons_000, p_2014_15_employed_persons_000, m_2016_17_employed_persons_000, p_2011_12_employed_persons_000, m_2015_16_median_employment_income_per_employed_person_aud, p_2016_17_median_employment_income_per_employed_person_aud, f_2014_15_median_employment_income_per_employed_person_aud, p_2017_18_median_employment_income_per_employed_person_aud, sa2_main16, m_2013_14_employed_persons_000, m_2014_15_employed_persons_000
37962.0,37081.0,27180.0,33573.0,3.373,2.92,2.826,2.968,"Burwood",6.019,34265.5,2.895,6.372,5.87,29863.0,37000.0,40949.0,6.623,3.113,3.251,2.898,2.968,28266.0,28457.0,29374.5,41831.0,32717.5,3.055,37670.0,34399.0,30848.0,33793.0,5.925,2.947,5.98,3.264,5.719,37993.0,33222.0,30204.5,33118.0,207031165,3.006,3.032
46387.0,49427.5,32731.0,38630.0,3.026,2.652,2.652,2.939,"Burwood East",5.463,38197.0,2.993,5.583,5.554,37263.0,48381.0,44464.0,5.751,2.65,2.728,2.616,2.601,33183.0,32004.0,39000.0,45890.0,39169.5,2.869,46588.0,42228.0,36953.0,40824.0,5.554,2.628,5.52,2.933,5.648,48100.0,42357.5,35740.0,43425.5,207031166,2.902,2.891
66211.0,70059.5,39691.5,49225.5,3.003,3.073,3.048,2.968,"Surrey Hills (East) - Mont Albert",5.918,47580.0,2.996,6.027,6.027,45882.5,67382.5,62865.5,6.066,3.042,3.065,3.062,3.025,40225.0,38331.0,48748.5,65187.0,49827.5,2.896,66133.5,53495.5,44581.0,50836.0,6.026,3.052,5.992,2.985,6.045,67397.0,54699.0,41268.0,57499.0,207031167,2.949,2.933
67600.0,77450.5,36925.5,47111.0,3.933,3.849,3.794,3.87,"Beaumaris",7.744,46501.0,3.876,7.809,7.691,42301.5,76000.0,65648.0,7.871,3.928,3.94,3.823,3.846,37700.5,35468.0,43689.0,65876.0,48026.0,3.893,69562.0,51749.5,40722.5,50660.5,7.79,3.796,7.723,3.882,7.672,72387.0,54211.0,39981.0,55626.0,208011168,3.947,3.93
70000.0,73238.0,36460.5,48146.0,6.686,6.306,6.217,6.563,"Brighton (Vic.)",12.991,48560.0,6.602,13.217,12.8,43639.0,74632.0,65413.5,13.21,6.548,6.522,6.237,6.413,37968.0,36793.0,45027.0,66240.5,50548.0,6.574,72475.0,54625.5,42766.0,52493.0,12.916,6.326,12.864,6.669,12.818,73066.5,55648.0,39604.5,56915.0,208011169,6.608,6.543
66159.0,73545.5,37922.0,47399.0,4.501,4.445,4.431,4.454,"Brighton East",8.756,46564.5,4.454,8.844,8.94,44401.0,71330.5,62905.0,8.967,4.414,4.466,4.484,4.363,39581.5,37490.0,45956.5,62900.0,49369.0,4.388,68071.5,53761.0,43104.0,50701.0,8.871,4.41,8.826,4.43,8.883,70671.5,54630.0,40798.0,56389.5,208011170,4.424,4.417
62441.0,72795.5,40433.0,48997.5,3.412,3.116,2.968,3.058,"Cheltenham - Highett (West)",6.466,47595.0,3.062,6.796,6.067,46599.0,69185.0,58803.0,6.881,3.442,3.468,3.008,3.304,41735.0,38745.5,49904.0,60981.0,50009.0,3.162,64150.5,53569.5,45047.0,51846.0,6.235,3.2,6.319,3.355,6.031,65896.0,56071.5,43419.0,58417.0,208011171,3.12,3.116
67206.0,75606.0,39023.0,49804.0,5.162,4.913,4.78,5.015,"Hampton",10.052,48350.0,4.966,10.234,9.848,44075.0,73329.0,64060.0,10.348,5.137,5.184,4.833,5.021,40284.0,39344.5,46516.0,65121.0,51023.0,5.034,68532.0,53040.0,42705.5,52167.0,9.911,5.012,10.048,5.096,9.751,70304.0,55467.5,42141.5,57826.0,208011172,4.994,5.037
70000.0,80000.0,38986.0,50375.0,4.817,4.453,4.376,4.541,"Sandringham - Black Rock",9.333,49862.0,4.525,9.55,8.962,45990.0,76560.0,67698.5,9.62,4.752,4.802,4.415,4.651,39480.0,37309.0,48693.0,69048.0,51375.5,4.678,72961.0,56487.0,44973.5,53258.0,9.072,4.608,9.286,4.793,8.898,76976.0,57665.0,40651.5,60000.0,208011173,4.614,4.682
61740.5,66562.0,38721.5,47612.0,6.81,6.264,6.215,6.367,"Bentleigh - McKinnon",12.816,45308.5,6.273,13.243,12.591,44047.0,65000.0,56347.5,13.673,6.624,6.859,6.229,6.437,39950.5,37060.5,46628.0,59564.0,48480.5,6.378,63782.0,50593.0,41916.0,50023.5,12.592,6.346,12.686,6.62,12.494,63173.0,52399.0,41214.0,54490.0,208021174,6.329,6.34
53516.5,59212.0,41646.0,46809.0,5.72,4.995,4.976,5.483,"Carnegie",10.698,44610.0,5.508,10.981,10.474,46089.0,56808.0,49279.5,11.309,5.411,5.592,4.993,5.26,42800.5,39683.0,47311.0,51410.0,48239.0,5.434,54654.0,50821.5,44852.0,49612.0,10.425,5.135,10.55,5.573,10.48,57496.5,51210.0,43676.0,52679.0,208021176,5.434,5.412
49274.0,55374.0,35473.5,41395.5,6.807,6.086,5.939,6.322,"Caulfield - North",12.528,41221.5,6.296,12.937,12.376,40254.0,53942.5,48863.0,13.355,6.375,6.546,6.053,6.171,36290.5,34833.0,41377.0,48557.0,42404.0,6.354,52007.0,45905.5,39575.0,44621.5,12.463,6.104,12.399,6.56,12.231,53729.0,47005.0,38737.0,47846.0,208021177,6.376,6.296
52572.0,61434.0,37500.0,42992.0,5.331,5.074,5.028,5.232,"Caulfield - South",10.385,42021.5,5.172,10.592,10.299,43472.0,59026.5,50000.0,10.62,5.298,5.287,5.068,5.196,38613.0,36484.0,45417.5,51280.0,44492.0,5.187,55500.0,48958.0,42029.0,46637.0,10.232,5.158,10.233,5.293,10.195,58655.0,50000.0,40697.0,51777.5,208021178,5.161,5.068
58899.0,65703.0,42558.5,49896.0,3.657,3.583,3.504,3.466,"Elsternwick",7.179,48594.0,3.446,7.303,7.014,49420.0,63246.0,56915.0,7.521,3.71,3.859,3.548,3.669,45000.0,41845.0,51070.0,58686.0,50961.0,3.507,60679.0,53720.0,46484.0,52728.5,7.058,3.615,7.083,3.592,6.952,63512.0,55747.5,46929.0,57249.0,208021179,3.467,3.466
53000.0,60403.0,39044.0,45080.0,2.26,2.089,1.979,2.147,"Hughesdale",4.383,44740.0,2.135,4.483,4.217,43759.0,58915.0,51134.0,4.496,2.203,2.239,2.066,2.149,40529.5,38648.0,46489.0,52015.0,46963.0,2.232,58168.5,50988.0,44702.0,49326.5,4.318,2.148,4.341,2.282,4.114,57800.0,51456.0,42337.0,53040.0,208021180,2.227,2.185
55327.0,61154.0,39751.0,47264.0,3.062,2.757,2.757,2.856,"Murrumbeena",5.675,45381.0,2.902,5.829,5.6,45273.0,58350.0,53700.0,5.971,2.831,2.908,2.744,2.748,41926.0,38578.0,48297.0,55223.0,48144.0,2.927,56034.5,51496.0,45090.0,49730.0,5.657,2.744,5.652,2.998,5.657,58365.5,52090.5,44086.0,54628.0,208021181,2.904,2.912
52017.5,57770.5,39409.0,45206.5,4.477,3.874,3.805,4.292,"Ormond - Glen Huntly",8.212,42748.5,4.297,8.408,8.11,44018.5,58317.0,47664.0,8.709,4.044,4.232,3.817,3.951,40471.5,38669.0,46891.5,50177.0,46486.5,4.257,54810.0,50443.0,44096.5,48388.0,8.128,3.886,8.084,4.36,8.1,57263.0,50416.0,42268.0,51788.5,208021182,4.258,4.194
57674.5,65868.0,39673.0,47208.0,4.323,4.052,3.958,4.102,"Bentleigh East (North)",8.351,45197.0,4.122,8.545,8.128,43849.0,63210.5,53740.0,8.733,4.252,4.411,4.021,4.174,41862.0,38850.0,45471.0,56743.0,48587.0,4.175,60355.0,50411.5,42560.0,49351.0,8.193,4.113,8.278,4.29,8.076,61841.0,52018.0,41696.5,54204.0,208021426,4.142,4.166
56063.0,63681.0,38559.5,46017.5,3.919,3.509,3.486,3.667,"Bentleigh East (South)",7.34,44175.0,3.697,7.454,7.177,44993.5,60984.0,53040.5,7.726,3.675,3.801,3.51,3.638,39783.0,36457.0,45995.5,54142.5,47112.0,3.699,57999.5,50345.0,42492.5,48196.0,7.168,3.588,7.23,3.773,7.189,60224.0,52403.0,40689.0,53512.0,208021427,3.663,3.646
60349.0,64600.0,37387.0,47644.5,2.726,2.605,2.55,2.704,"Aspendale Gardens - Waterways",5.317,46302.0,2.723,5.388,5.256,40304.5,63024.5,57775.0,5.422,2.664,2.696,2.553,2.615,37139.0,37582.0,41561.0,59266.0,47668.5,2.706,61368.5,50260.0,40010.5,48636.0,5.304,2.639,5.376,2.723,5.277,62727.0,50415.5,38843.0,51547.0,208031183,2.702,2.736
37012.5,34891.5,38451.5,35364.0,0.1,0.038,0.032,0.101,"Braeside",0.139,40815.0,0.106,0.143,0.142,25275.0,38000.0,41057.5,0.148,0.052,0.044,0.039,0.042,30000.0,39851.0,37643.5,34548.0,36132.0,0.097,40246.5,36096.5,24491.5,35124.0,0.131,0.042,0.146,0.095,0.136,37762.0,35225.5,27026.0,35544.0,208031184,0.091,0.099
57838.0,64685.5,37932.5,46423.5,3.521,3.355,3.289,3.525,"Carrum - Patterson Lakes",6.884,44452.0,3.561,6.946,6.814,44640.0,61334.0,54254.0,6.952,3.431,3.434,3.293,3.399,39719.0,36535.0,44775.0,56024.5,47709.5,3.487,58635.5,50076.0,43118.5,48401.0,6.857,3.399,6.895,3.511,6.851,59559.0,51766.0,40597.0,53813.0,208031185,3.499,3.495
55977.0,66993.0,40516.0,47099.0,4.151,3.999,3.993,4.06,"Chelsea - Bonbeach",8.095,45358.0,4.076,8.374,8.038,46212.5,63508.0,52188.0,8.439,4.263,4.281,3.983,4.099,42061.0,39005.0,49178.0,54308.0,48470.0,3.996,58681.0,53049.0,46375.0,50579.0,8.003,4.009,7.975,4.109,8.069,61446.0,54242.0,43699.0,56721.0,208031186,4.005,3.964
57237.0,64325.0,36618.0,44894.0,1.597,1.456,1.465,1.65,"Chelsea Heights",3.103,44087.5,1.663,3.129,3.145,40564.0,61613.5,52924.0,3.143,1.52,1.552,1.497,1.5,38013.5,36407.0,42140.0,54510.0,47189.0,1.6,57513.5,49782.0,41253.0,48924.5,3.02,1.485,3.083,1.611,3.131,58495.0,50589.0,40668.5,52611.0,208031187,1.565,1.6
54786.0,64337.0,38226.0,45281.0,6.745,6.0,5.809,6.078,"Cheltenham - Highett (East)",12.604,43372.0,6.17,13.097,11.938,45277.0,60594.5,51933.0,13.405,6.457,6.655,5.862,6.228,39820.0,37000.0,46882.5,54045.0,46599.5,6.376,57268.0,50045.5,42745.0,47812.5,12.149,6.041,12.196,6.641,11.983,59696.0,52000.0,40690.5,54635.0,208031188,6.156,6.151
60655.5,70599.5,38160.5,47155.5,3.901,3.573,3.461,3.682,"Edithvale - Aspendale",7.597,46269.0,3.694,7.567,7.249,45031.0,67751.0,57068.0,7.747,3.757,3.847,3.566,3.775,38992.0,37208.0,46557.0,58792.0,48200.0,3.822,62703.5,52632.0,42242.0,50103.0,7.307,3.667,7.387,3.817,7.156,65759.0,54701.0,40261.0,56909.0,208031189,3.733,3.722
56206.0,65004.0,39934.0,46744.0,3.915,3.915,3.746,3.754,"Mentone",7.738,45392.0,3.746,7.895,7.572,47044.0,63006.5,52132.0,8.022,4.003,4.11,3.818,3.926,41085.0,38951.5,48330.5,55432.0,47417.0,3.809,58338.0,52090.0,45371.0,49925.0,7.72,3.935,7.745,3.895,7.489,61413.0,53733.0,43378.0,55188.5,208031190,3.807,3.812
53749.0,61637.5,37073.0,45067.0,2.729,2.435,2.391,2.623,"Moorabbin - Heatherton",5.16,44860.0,2.616,5.24,5.038,42570.0,60000.0,51515.5,5.367,2.532,2.645,2.419,2.483,39115.0,38100.0,44095.0,52911.0,45363.0,2.676,56275.0,48931.0,41594.0,47282.5,5.077,2.433,5.039,2.707,5.009,58156.5,50530.0,39871.0,52000.0,208031191,2.647,2.607
null,73389.5,null,null,0.005,null,null,null,"Moorabbin Airport",null,null,null,0.008,null,null,99330.0,null,0.006,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.008,null,null,94665.0,null,55593.0,208031192,null,null
61185.5,70319.0,40000.0,48632.0,6.016,5.819,5.64,5.907,"Mordialloc - Parkdale",11.902,47194.0,5.803,12.032,11.647,46352.0,68485.0,58085.5,12.214,6.054,6.194,5.74,5.952,41449.0,38820.0,48873.0,59473.5,50027.0,5.945,62509.0,53310.0,44427.0,51773.0,11.739,5.828,11.736,5.98,11.445,65649.0,55848.5,42794.0,57868.0,208031193,5.92,5.912
61395.0,71554.0,42109.0,50254.5,6.283,6.157,6.215,6.122,"Malvern - Glen Iris",12.13,49330.0,6.147,12.46,12.353,48646.0,69122.0,58711.5,12.633,6.24,6.352,6.234,6.118,42790.0,41285.0,51143.0,60653.0,51216.0,6.018,64361.0,56270.0,47840.5,53624.0,12.277,6.125,12.229,6.219,12.363,67839.0,56951.5,45837.5,60000.0,208041194,6.116,6.103
58836.5,65341.0,38270.0,46900.0,6.442,5.972,6.005,6.336,"Malvern East",12.295,45495.5,6.337,12.634,12.347,43585.0,62623.0,55778.5,12.796,6.232,6.349,6.013,6.065,39243.0,36736.5,45135.0,57859.0,47733.0,6.227,60278.0,50959.0,42766.0,49270.0,12.251,6.043,12.291,6.404,12.344,62333.0,52272.5,40566.5,53982.5,208041195,6.273,6.246
48638.0,53408.0,34505.5,41391.0,2.811,2.512,2.52,2.809,"Bundoora - East",5.314,41263.5,2.801,5.307,5.307,38516.5,52000.0,48331.0,5.454,2.533,2.647,2.498,2.546,35778.0,33466.0,40289.5,48790.0,41268.0,2.763,49809.5,43748.0,36774.0,42401.0,5.302,2.498,5.267,2.777,5.323,51620.5,44769.0,35620.0,46146.0,209011196,2.788,2.769
61037.0,69290.5,36831.0,46320.0,6.233,6.118,6.142,6.245,"Greensborough",12.129,44941.5,6.276,12.29,12.37,43944.0,67830.0,57494.5,12.392,6.121,6.158,6.126,6.085,38172.5,36223.5,46688.0,58804.0,47916.0,6.046,64084.5,52629.0,42496.0,50508.0,12.269,6.088,12.169,6.166,12.419,66875.0,54058.5,40002.5,55528.5,209011197,6.152,6.079
61300.0,69197.0,41136.0,48657.0,4.447,4.076,4.053,4.101,"Heidelberg - Rosanna",8.4,47809.5,4.093,8.556,8.201,45956.5,67218.0,57931.0,8.82,4.216,4.375,4.103,4.194,42505.0,40809.0,49356.0,59438.0,50494.0,4.207,64349.0,53096.0,44263.0,52194.5,8.177,4.109,8.225,4.34,8.15,64829.0,55327.0,42667.5,57949.0,209011198,4.099,4.119
42328.0,50123.0,35560.5,38797.0,4.311,3.339,3.277,3.832,"Heidelberg West",7.46,38418.0,3.829,7.779,7.133,42164.0,48180.5,42160.0,8.166,3.651,3.851,3.301,3.499,36924.5,34282.0,42792.5,42446.0,40030.0,3.958,44635.5,44062.0,41581.0,41398.0,7.182,3.363,7.151,4.124,7.103,46021.5,45122.0,38113.0,46592.0,209011199,3.84,3.788
62366.5,70471.0,41834.0,49783.0,3.763,3.512,3.458,3.392,"Ivanhoe",7.049,48966.0,3.412,7.326,6.856,48846.0,66013.0,59309.0,7.633,3.703,3.871,3.461,3.568,43047.5,40576.0,51200.0,61688.0,51760.0,3.487,65000.0,54174.0,46865.0,53391.0,6.964,3.484,6.912,3.618,6.869,65473.0,56256.0,45429.0,59304.0,209011200,3.454,3.427
63140.0,71309.0,40558.0,49203.0,2.402,2.314,2.391,2.449,"Ivanhoe East - Eaglemont",4.744,47929.0,2.497,4.772,4.776,46635.0,68730.0,59659.5,4.793,2.358,2.386,2.331,2.345,42232.0,38943.0,49413.0,63145.0,50180.0,2.399,66287.0,53180.0,44832.5,52167.5,4.758,2.348,4.764,2.415,4.885,66000.0,55404.0,43822.0,58646.0,209011201,2.442,2.414
59717.0,70562.5,39208.0,47367.0,4.694,4.841,4.867,4.803,"Montmorency - Briar Hill",9.494,45962.0,4.791,9.479,9.623,45425.5,66722.0,57780.0,9.611,4.84,4.917,4.818,4.849,40188.5,37887.0,47119.0,58489.0,47982.0,4.65,62832.0,52000.0,44095.0,49954.0,9.568,4.801,9.434,4.639,9.654,64755.0,54007.0,42242.5,56650.0,209011202,4.727,4.638
60173.5,68452.5,40041.0,48383.0,5.257,4.993,5.041,5.298,"Viewbank - Yallambie",10.156,47740.0,5.358,10.212,10.336,44997.0,65622.0,58084.0,10.303,5.007,5.044,5.036,4.966,41249.0,38526.5,46840.0,59151.0,49275.0,5.188,62123.0,52837.0,42993.5,50947.5,10.287,4.93,10.159,5.206,10.401,65136.0,54604.0,41470.0,56153.0,209011203,5.3,5.23
58526.0,65185.0,38697.5,47287.5,2.689,2.494,2.505,2.641,"Watsonia",5.133,46162.0,2.656,5.206,5.136,44457.0,62046.5,55564.0,5.212,2.508,2.52,2.498,2.496,40596.0,38206.5,46409.0,57338.0,48158.0,2.634,60865.0,52557.5,44131.5,50623.0,5.155,2.5,5.143,2.695,5.157,62107.0,53930.0,42380.5,54933.0,209011204,2.663,2.641
40000.0,44043.5,29653.5,35725.0,3.206,2.54,2.524,2.832,"Kingsbury",5.569,35350.5,2.803,5.79,5.402,33008.0,43072.0,41775.5,6.121,2.774,2.919,2.57,2.651,29841.0,29161.5,33749.0,41727.0,35000.0,2.918,39179.5,37000.0,31200.0,34534.0,5.444,2.615,5.536,3.014,5.324,42512.0,38180.5,29479.0,38590.0,209021205,2.907,2.927
43345.0,48339.0,35085.0,39473.0,8.015,6.318,6.128,7.121,"Reservoir - East",14.057,38577.0,7.122,14.59,13.363,39432.0,47517.5,42369.0,15.19,6.891,7.174,6.242,6.656,35037.0,34063.0,41963.0,43506.0,39312.0,7.404,44883.0,42611.0,38687.0,40761.0,13.458,6.435,13.647,7.698,13.248,46190.0,43587.0,36504.0,45070.5,209021207,7.137,7.215
45387.5,51999.0,35140.0,39818.5,7.167,5.666,5.58,6.69,"Reservoir - West",12.519,38977.5,6.728,13.153,12.32,40308.0,49573.5,43735.0,13.367,6.082,6.202,5.622,5.805,36461.5,33777.0,42645.5,44424.0,40740.0,6.71,47168.0,44520.5,40113.5,42633.0,12.376,5.71,12.394,7.07,12.305,48939.5,44979.0,37572.0,47345.0,209021208,6.711,6.68
45716.5,52584.0,37062.0,41002.0,6.513,5.342,5.135,5.885,"Preston - East",11.562,39759.0,5.865,12.311,11.093,43537.0,50243.0,43736.5,12.607,5.935,6.092,5.208,5.614,38112.0,35566.5,44721.0,45045.0,41735.0,5.948,46801.5,45580.0,41793.5,43294.0,11.174,5.466,11.378,6.376,10.998,49525.0,46684.0,39865.0,48707.0,209021428,5.839,5.914
48606.0,57534.0,37274.0,42912.0,3.892,3.438,3.338,3.576,"Preston - West",7.288,41982.0,3.533,7.492,6.971,44543.5,55922.0,47362.0,7.766,3.687,3.868,3.394,3.573,38722.5,36936.0,46307.0,49055.0,43369.0,3.716,51089.0,48641.0,43133.0,45871.0,7.032,3.452,7.04,3.812,6.867,53659.5,49771.0,41887.5,51263.0,209021429,3.593,3.587
64633.0,73461.0,35886.0,46542.0,7.157,7.214,7.283,7.349,"Eltham",14.411,45713.0,7.421,14.313,14.601,42031.5,71205.0,62180.0,14.325,7.17,7.167,7.25,7.219,36744.0,35450.0,45098.0,63791.0,47606.5,7.189,66031.0,51488.0,40809.5,49434.0,14.493,7.217,14.418,7.144,14.708,68840.0,53481.0,38745.0,56198.0,209031209,7.277,7.205
57320.0,67038.0,34988.0,42507.0,1.104,1.062,1.102,1.127,"Hurstbridge",2.169,42879.0,1.152,2.222,2.217,38133.0,62834.5,54704.0,2.197,1.104,1.09,1.09,1.077,34963.0,35068.5,41275.0,55382.5,44031.0,1.096,55635.0,47729.0,37948.0,44611.5,2.182,1.062,2.171,1.122,2.254,59720.0,48779.0,36729.0,52452.5,209031210,1.115,1.106
51486.0,58491.0,31699.0,41823.5,1.206,1.019,1.023,1.152,"Kinglake",2.255,38596.0,1.174,2.291,2.158,36105.5,56078.0,48604.0,2.297,1.067,1.094,1.005,1.043,34327.5,29228.0,38277.0,51486.5,41954.0,1.216,53735.0,43650.0,34912.5,43981.0,2.185,1.021,2.21,1.225,2.199,53875.0,44945.5,34027.0,46930.0,209031211,1.167,1.187
48000.0,52317.0,33250.0,39123.5,1.663,1.44,1.488,1.605,"Panton Hill - St Andrews",3.108,37880.0,1.644,3.128,3.038,36000.0,52191.5,47000.0,3.161,1.489,1.494,1.435,1.487,32786.0,30058.5,37541.0,47621.0,39257.5,1.625,47113.0,41888.0,35000.0,39215.5,3.075,1.474,3.089,1.639,3.136,50103.0,43592.5,34027.0,43269.0,209031212,1.63,1.617
60151.5,69295.0,34824.0,45208.0,3.013,2.785,2.768,2.995,"Plenty - Yarrambat",5.798,44723.0,2.968,5.814,5.745,41098.0,66760.5,59079.0,5.858,2.817,2.841,2.753,2.811,37241.5,34683.0,42014.0,59515.0,46491.5,2.993,61419.0,49449.0,38558.5,47666.0,5.795,2.796,5.783,2.998,5.736,66089.5,51956.0,37426.0,54397.0,209031213,3.011,2.985
60729.0,67999.5,34039.0,43756.5,2.125,2.036,2.001,2.093,"Research - North Warrandyte",4.083,44011.5,2.098,4.119,4.123,39593.0,67990.0,58076.0,4.157,2.025,2.038,2.026,1.993,35256.0,34482.0,42218.0,58899.0,44715.0,2.089,62580.0,48456.0,38105.5,47422.5,4.131,2.0,4.072,2.09,4.097,64399.0,50450.5,36752.0,52012.0,209031214,2.099,2.073
61666.5,69855.0,35159.0,45062.5,4.474,4.204,4.201,4.395,"Wattle Glen - Diamond Creek",8.664,44689.0,4.423,8.778,8.606,41932.0,66391.0,58435.5,8.838,4.316,4.367,4.21,4.268,36541.0,34510.5,43696.5,60527.5,46299.0,4.396,62682.5,50230.0,40277.0,48169.5,8.558,4.276,8.658,4.46,8.623,65076.0,51682.0,38203.5,54160.0,209031215,4.355,4.381
51823.0,55915.0,36835.0,43246.0,2.193,1.668,1.553,1.801,"Bundoora - North",3.879,41999.0,1.699,4.054,3.413,38606.0,53461.0,50654.0,4.216,1.951,2.025,1.614,1.875,36635.0,35480.5,40456.5,51765.0,43561.5,2.002,52635.0,45728.0,39721.5,43565.0,3.536,1.76,3.695,2.106,3.258,53307.0,45537.5,37720.5,47222.0,209041216,1.867,1.942
47231.0,50400.0,33506.0,39520.0,1.837,1.584,1.594,1.859,"Bundoora - West",3.31,39088.0,1.909,3.403,3.423,37929.0,46438.5,44727.0,3.401,1.531,1.569,1.566,1.536,33373.5,33078.0,37053.5,45838.0,40362.0,1.777,46319.5,41360.5,37000.0,41389.0,3.4,1.535,3.28,1.87,3.5,46821.0,41992.0,35214.5,44045.0,209041217,1.818,1.744
42344.0,47776.0,31489.5,37085.0,6.165,4.35,4.108,5.393,"Lalor",10.424,36397.5,5.36,10.779,9.623,35251.0,45995.0,41030.0,11.107,4.748,4.938,4.229,4.574,31794.0,30728.0,36519.0,41647.0,37177.0,5.849,44060.0,39580.0,33805.5,38685.0,9.781,4.464,10.041,6.032,9.463,44956.0,40589.0,32572.0,42271.0,209041219,5.435,5.577
50521.0,56884.0,35601.5,42250.0,5.579,5.053,5.127,5.751,"Mill Park - North",10.515,41224.0,5.79,10.722,10.788,39798.5,55544.0,49253.0,10.724,5.145,5.143,5.039,5.026,36040.0,34388.5,41270.0,49886.0,42867.0,5.49,51965.0,45885.0,38361.0,44176.0,10.728,5.041,10.61,5.577,10.914,54802.0,46996.5,37658.0,48827.5,209041220,5.678,5.57
50391.5,55554.5,35174.5,41910.0,3.601,3.317,3.425,3.81,"Mill Park - South",6.884,41261.0,3.846,6.873,7.157,40430.0,54156.0,49672.0,6.83,3.218,3.23,3.349,3.258,36185.0,33906.0,41887.5,49746.5,43114.0,3.624,51349.0,45792.5,39206.0,44463.0,6.999,3.268,6.881,3.658,7.272,52822.0,47077.5,38203.5,48392.0,209041221,3.68,3.615
42136.0,46189.0,32251.0,37186.5,5.733,4.061,4.128,5.405,"Thomastown",9.539,36493.5,5.606,9.932,9.463,33923.0,44226.0,40800.0,10.084,4.322,4.356,4.056,4.116,32191.0,31678.0,35703.5,41610.0,37484.0,5.418,42360.0,39000.0,33491.0,37991.5,9.438,4.095,9.519,5.61,9.737,43829.5,39496.0,32987.0,41405.0,209041223,5.38,5.426
55220.0,63497.0,35555.0,45414.0,5.551,3.905,3.449,4.313,"Wallan",9.098,43727.5,4.119,9.892,7.958,39738.0,60294.0,53727.5,10.46,4.609,4.911,3.642,4.236,36514.5,33925.0,41262.0,55505.0,45582.5,4.863,58617.0,49347.0,39835.0,47574.0,8.427,4.048,8.712,5.284,7.564,60341.0,49852.0,37898.5,52083.0,209041224,4.522,4.662
53000.0,60196.0,31915.0,40087.0,2.415,2.013,1.935,2.246,"Whittlesea",4.373,40065.0,2.254,4.5,4.2,38847.0,58931.0,49611.0,4.644,2.15,2.224,1.961,2.079,33167.0,31822.5,39889.0,49422.0,41670.0,2.298,55116.0,45075.5,36161.0,42999.0,4.264,2.034,4.29,2.353,4.194,56420.0,47201.5,35000.0,48470.0,209041225,2.256,2.264
64886.5,70034.0,38216.0,50985.0,6.523,4.88,3.892,4.575,"Doreen",11.425,51001.0,4.011,12.244,8.99,41075.5,67694.5,64827.0,13.014,6.105,6.494,4.413,5.652,38236.0,38366.5,42438.5,65087.0,50343.0,5.769,65997.0,51949.0,40270.0,51066.0,9.837,5.162,10.394,6.139,7.903,67322.0,52940.0,38914.0,54317.5,209041430,4.954,5.23
48314.5,53387.0,33109.0,40319.0,3.925,3.107,3.182,3.763,"Epping - East",7.128,40000.0,3.747,7.278,6.921,37123.0,51186.0,48376.0,7.321,3.379,3.403,3.161,3.293,34415.0,33201.0,40001.0,48296.5,41017.0,3.836,48764.5,43195.0,36735.0,41292.0,6.873,3.168,6.938,3.893,6.929,50351.0,44024.5,35253.0,46106.0,209041431,3.769,3.775
45301.5,50000.0,33214.0,39131.0,2.49,2.031,2.075,2.421,"Epping - South",4.488,38337.0,2.547,4.542,4.501,37181.0,48650.0,43535.0,4.565,2.054,2.072,2.085,2.022,33952.5,33989.0,37453.0,45537.0,39212.5,2.462,46632.0,41690.0,36371.0,40523.0,4.44,2.04,4.421,2.483,4.619,47788.0,42632.0,34293.0,43637.0,209041432,2.409,2.38
53590.0,55511.0,38645.0,46114.5,3.335,2.312,1.926,2.523,"Epping - West",5.782,45893.0,2.289,6.064,4.65,40565.0,54676.0,52901.0,6.245,2.804,2.91,2.125,2.711,38991.0,39314.0,41366.0,53918.5,46047.5,3.068,54139.0,46728.0,39359.0,46388.0,5.0,2.508,5.376,3.266,4.214,55000.0,47583.0,39558.0,48209.0,209041433,2.684,2.87
