utility_median_emply_inc_job, fin_insur_num_jobs_000, pro_tech_servc_median_emply_inc_job, tot_num_jobs_000, whsl_trade_median_emply_inc_job, pro_tech_servc_num_jobs_000, agri_frsty_fish_median_emply_inc_job, admt_supp_num_jobs_000, arts_rec_num_jobs_000, oth_median_emply_inc_job, tot_median_emply_inc_job, cons_median_emply_inc_job, rtl_trade_num_jobs_000, fin_insur_median_emply_inc_job, agri_frsty_fish_num_jobs_000, hlth_care_soc_asst_num_jobs_000, pub_admt_safety_num_jobs_000, utility_num_jobs_000, info_med_telecommunications_num_jobs_000, whsl_trade_num_jobs_000, trns_pstl_whse_num_jobs_000, mining_num_jobs_000, accom_food_median_emply_inc_job, sa2_name, accom_food_num_jobs_000, trns_pstl_whse_median_emply_inc_job, admt_supp_median_emply_inc_job, rent_hiring_rlst_median_emply_inc_job, hlth_care_soc_asst_median_emply_inc_job, mining_median_emply_inc_job, arts_rec_median_emply_inc_job, edu_training_median_emply_inc_job, rtl_trade_median_emply_inc_job, info_med_telecommunications_median_emply_inc_job, cons_num_jobs_000, sa2_main16, manu_num_jobs_000, pub_admt_safety_median_emply_inc_job, oth_num_jobs_000, manu_median_emply_inc_job, rent_hiring_rlst_num_jobs_000, edu_training_num_jobs_000
82950.5,0.764,53499.0,10.953,55526.5,1.575,7245.0,0.792,0.315,25262.0,32908.0,47664.0,0.968,65877.0,0.041,1.102,0.404,0.056,0.348,0.557,0.206,0.029,6287.0,"Brighton East",0.73,74200.5,17676.0,49738.5,42114.5,99800.0,8786.0,17767.0,16399.0,55263.0,0.452,208011170,0.498,67419.0,0.237,70606.0,0.276,1.128
99670.0,0.534,52397.0,8.608,61346.0,1.028,4856.0,0.732,0.232,22355.5,36802.5,49463.0,0.815,66870.0,0.02,0.97,0.404,0.078,0.221,0.446,0.158,0.015,7739.0,"Cheltenham - Highett (West)",0.529,74731.0,15817.5,38475.0,37965.0,151706.0,7452.0,33266.0,20268.5,51097.5,0.483,208011171,0.468,65861.5,0.193,53725.0,0.18,0.796
87720.0,0.878,54956.5,12.676,64794.0,1.747,5437.5,0.951,0.352,25160.5,34237.5,46966.0,1.169,75333.0,0.052,1.361,0.514,0.099,0.35,0.663,0.249,0.032,5642.0,"Hampton",0.844,60000.0,16227.5,40022.5,37167.0,180427.0,10466.5,25000.0,17533.5,49515.0,0.541,208011172,0.523,71183.0,0.31,63335.0,0.307,1.262
105477.0,0.791,54657.0,11.798,70380.0,1.614,5675.0,0.873,0.311,32000.0,37000.0,46483.0,0.968,68489.0,0.042,1.279,0.513,0.069,0.368,0.613,0.24,0.029,5588.0,"Sandringham - Black Rock",0.686,59217.0,16940.0,32608.0,39498.0,132072.5,13634.0,30222.0,18179.0,41200.0,0.569,208011173,0.588,67395.0,0.287,61248.0,0.312,1.203
84725.0,1.096,55723.0,17.036,55659.5,2.079,15491.5,1.463,0.377,25000.0,33004.0,42771.0,1.64,65106.0,0.046,1.869,0.768,0.122,0.463,0.836,0.318,0.022,6110.0,"Bentleigh - McKinnon",1.254,62949.0,16654.0,33262.0,39280.5,182885.0,10149.5,31997.0,16909.5,42012.0,0.786,208021174,0.748,66329.0,0.418,52954.0,0.37,1.827
83641.0,0.855,53956.5,14.706,45056.5,1.905,4375.0,1.556,0.36,20422.0,29210.0,40485.0,1.358,57110.5,0.062,1.478,0.652,0.09,0.432,0.64,0.281,0.013,7269.0,"Carnegie",1.281,57379.5,11351.0,29432.0,39179.0,129912.0,9637.0,27411.0,20000.0,54160.0,0.479,208021176,0.568,63090.5,0.377,49228.0,0.262,1.56
56115.0,0.854,43940.0,17.394,37766.0,2.22,3488.5,1.732,0.408,15146.0,22443.0,33230.0,1.321,52843.0,0.173,1.983,0.558,0.07,0.486,0.783,0.229,0.027,5414.5,"Caulfield - North",1.419,49279.0,9000.0,34025.0,36948.5,157034.0,14485.0,14702.5,17565.0,33458.0,0.518,208021177,0.576,56427.0,0.596,37674.0,0.418,2.343
70105.0,0.738,48840.0,13.254,43433.0,1.754,4537.0,1.173,0.267,24205.0,27294.0,43609.0,1.218,58845.0,0.106,1.525,0.472,0.054,0.391,0.65,0.2,0.019,5527.0,"Caulfield - South",0.947,57618.0,13107.0,30374.0,42936.0,216026.0,9959.0,20417.5,19515.0,38339.0,0.502,208021178,0.464,57292.0,0.361,50897.0,0.309,1.584
80174.0,0.579,51923.0,9.813,55805.0,1.348,6347.0,1.015,0.267,31081.5,30703.0,47123.0,0.807,57298.5,0.052,1.045,0.391,0.057,0.312,0.392,0.167,0.021,7132.5,"Elsternwick",0.825,65867.0,13563.0,46644.0,44381.0,145933.0,9710.0,22223.0,19668.0,32279.0,0.348,208021179,0.339,60783.0,0.296,50757.5,0.208,1.032
79969.0,0.356,50075.0,5.757,50186.0,0.648,4831.0,0.584,0.121,24021.0,29452.0,39065.5,0.537,61267.5,0.022,0.62,0.241,0.033,0.159,0.295,0.126,0.005,7158.5,"Hughesdale",0.474,59686.0,9636.0,31840.5,40693.0,122398.0,8327.0,30842.0,18181.5,48547.0,0.237,208021180,0.284,69069.5,0.171,48260.0,0.101,0.56
81415.0,0.411,52054.0,7.695,45785.0,0.962,8085.0,0.75,0.178,18096.0,31200.0,37876.0,0.78,64706.0,0.031,0.86,0.331,0.062,0.218,0.362,0.139,0.008,5996.0,"Murrumbeena",0.507,50494.0,12360.0,41499.0,38395.0,69127.5,8950.0,30073.0,19645.5,51758.5,0.332,208021181,0.369,68294.0,0.188,48038.5,0.128,0.854
55785.0,0.649,53339.0,11.345,47667.0,1.563,4300.0,1.295,0.256,22770.0,28028.0,43154.0,1.003,59876.0,0.037,1.152,0.458,0.07,0.301,0.516,0.18,0.014,7817.0,"Ormond - Glen Huntly",1.034,56798.5,10613.5,36371.0,38313.0,136378.0,10476.0,26389.0,19033.0,56547.0,0.345,208021182,0.455,61884.0,0.294,43525.0,0.219,1.137
77685.5,0.681,51689.0,10.657,48560.0,1.184,11175.5,0.862,0.206,23610.0,34662.0,47525.0,1.143,64337.5,0.03,1.235,0.471,0.061,0.283,0.613,0.215,0.021,6500.0,"Bentleigh East (North)",0.61,66842.5,16108.0,38819.5,39868.0,91915.0,10781.0,32440.0,20268.5,58335.5,0.496,208021426,0.545,62919.0,0.296,52218.0,0.231,1.118
64707.5,0.582,54053.0,9.421,53412.0,0.964,9628.5,0.758,0.24,27540.0,35159.0,44503.0,0.992,57910.0,0.021,1.088,0.417,0.065,0.228,0.568,0.213,0.002,6725.0,"Bentleigh East (South)",0.568,59017.5,15822.0,38194.0,39276.5,157670.0,12716.5,35042.0,20520.0,49329.0,0.486,208021427,0.5,58665.5,0.232,57131.0,0.224,0.889
79880.0,0.361,50093.5,6.712,55001.0,0.571,16317.5,0.534,0.149,24228.0,33394.0,44162.0,0.781,58400.0,0.022,0.745,0.305,0.035,0.107,0.461,0.191,0.01,6421.5,"Aspendale Gardens - Waterways",0.421,63116.5,13635.5,37224.0,38362.5,169179.0,10920.0,32164.0,17508.5,59968.0,0.39,208031183,0.577,67587.5,0.202,57118.5,0.132,0.511
9560.0,0.001,37110.0,0.16,54595.0,0.012,null,0.007,null,30000.0,28000.0,61811.0,0.012,24552.5,null,0.007,null,0.005,null,0.012,null,null,7391.0,"Braeside",0.001,null,4320.0,37020.0,56399.5,null,null,null,13236.5,null,0.014,208031184,0.034,null,0.007,36200.0,0.012,null
71103.0,0.407,44227.0,8.535,55718.5,0.625,19665.0,0.747,0.192,29329.0,35277.0,47416.5,0.814,41837.0,0.024,0.92,0.403,0.06,0.133,0.583,0.203,0.01,7113.0,"Carrum - Patterson Lakes",0.466,64996.5,13192.0,33838.0,38970.0,38494.5,13239.5,32603.0,22628.5,38537.5,0.763,208031185,0.739,65458.0,0.275,51151.0,0.2,0.634
62525.5,0.537,45445.0,10.594,48880.5,0.864,15496.0,1.05,0.205,31378.0,37230.5,47006.0,0.937,38494.0,0.044,1.274,0.591,0.082,0.195,0.639,0.241,0.012,10628.0,"Chelsea - Bonbeach",0.539,57112.0,12743.0,39136.0,41669.5,59013.0,11326.0,41932.0,23649.0,65076.0,0.78,208031186,0.725,68169.0,0.263,53626.0,0.205,1.042
63835.0,0.175,37654.5,3.877,53826.5,0.272,62705.0,0.342,0.079,30661.5,36262.5,52014.0,0.394,34954.0,0.004,0.468,0.191,0.034,0.063,0.267,0.108,0.001,7442.0,"Chelsea Heights",0.2,59902.0,12945.0,29576.0,36570.5,59782.0,11649.0,34183.0,23672.5,54126.5,0.303,208031187,0.377,62651.0,0.108,52076.0,0.065,0.264
61382.0,1.008,50628.0,16.863,52513.5,1.669,13605.0,1.509,0.398,25968.0,34110.0,42415.5,1.797,54306.0,0.038,1.946,0.803,0.11,0.389,0.961,0.403,0.021,8438.0,"Cheltenham - Highett (East)",1.078,64210.0,14669.0,37774.5,40819.0,95534.0,10016.0,29565.0,19955.0,58636.0,0.863,208031188,1.031,62077.0,0.466,53867.0,0.358,1.487
76630.0,0.483,51062.0,9.752,53449.0,0.861,21637.0,0.821,0.261,29621.0,35946.0,48092.0,0.807,50459.0,0.035,1.056,0.562,0.078,0.215,0.511,0.236,0.009,6263.0,"Edithvale - Aspendale",0.588,65352.0,15899.5,30940.0,39888.0,134887.0,7961.5,37353.0,17357.0,55949.0,0.718,208031189,0.637,70643.0,0.237,55664.0,0.216,1.081
79558.5,0.584,52097.0,10.098,50286.0,1.033,14849.5,0.901,0.222,29424.0,34356.0,42612.5,1.051,56418.0,0.028,1.103,0.514,0.073,0.215,0.563,0.197,0.011,7989.0,"Mentone",0.615,54901.0,14501.5,45597.0,37807.0,65895.0,10536.5,34519.0,21095.5,61235.5,0.595,208031190,0.608,69861.0,0.261,50905.0,0.207,0.997
81093.0,0.356,49629.0,6.576,46960.0,0.651,16598.5,0.547,0.151,31908.0,33505.5,47452.0,0.692,52646.5,0.028,0.736,0.305,0.041,0.179,0.373,0.151,0.004,6693.0,"Moorabbin - Heatherton",0.497,55797.0,18805.0,30591.5,39929.0,67975.0,9055.5,37984.0,20083.0,49673.5,0.373,208031191,0.364,62528.0,0.178,51292.0,0.143,0.539
null,null,null,0.006,null,null,null,null,null,null,52796.5,null,null,null,null,null,null,null,null,null,null,null,null,"Moorabbin Airport",null,null,null,null,null,null,null,null,null,null,null,208031192,null,null,null,null,null,null
78987.0,0.874,52683.0,15.303,55391.0,1.413,11681.0,1.27,0.353,25439.0,36329.0,50000.0,1.378,52348.0,0.034,1.722,0.768,0.118,0.338,0.877,0.346,0.02,6200.0,"Mordialloc - Parkdale",0.92,60982.0,16073.0,40087.0,41076.0,105075.0,9428.0,41138.0,17463.5,58718.5,1.044,208031193,1.013,68064.0,0.392,55103.0,0.342,1.597
79733.0,1.149,49315.0,16.408,52873.0,2.358,4678.0,1.519,0.392,24959.5,31480.5,55187.5,1.456,66923.0,0.064,1.982,0.566,0.089,0.466,0.752,0.251,0.037,5018.0,"Malvern - Glen Iris",1.26,58800.0,13025.5,44420.5,47374.0,88857.5,16355.0,21905.0,18799.5,41761.0,0.494,208041194,0.563,59001.0,0.402,57511.0,0.423,1.634
82409.0,1.024,48000.0,16.415,50000.0,2.166,4306.0,1.482,0.382,23243.0,28686.0,45091.0,1.59,73673.0,0.066,1.979,0.586,0.105,0.347,0.789,0.274,0.025,5262.0,"Malvern East",1.318,59379.0,12936.0,38789.0,41359.0,110800.0,11772.0,21046.5,15470.5,60032.5,0.548,208041195,0.596,62023.0,0.356,53477.0,0.38,1.845
69331.0,0.272,45066.0,6.763,42973.0,0.48,6838.0,0.605,0.118,28474.0,29018.5,37000.0,0.664,26084.0,0.023,0.939,0.356,0.037,0.108,0.359,0.23,null,7415.0,"Bundoora - East",0.508,59216.0,9773.0,23558.0,40734.5,null,9464.0,28515.0,17452.0,65176.0,0.439,209011196,0.409,61995.0,0.239,46897.0,0.124,0.639
73388.0,0.783,50037.5,15.388,56016.5,1.335,13571.0,1.075,0.382,31556.0,36389.5,49748.0,1.372,47520.0,0.056,2.116,0.996,0.095,0.307,0.677,0.483,0.016,8208.0,"Greensborough",0.741,58556.5,13430.0,39846.5,43120.5,97852.0,10398.5,28621.5,19742.0,53958.0,1.106,209011197,0.75,73368.0,0.481,56117.0,0.262,1.875
62715.0,0.591,54337.0,11.29,48886.0,1.264,15091.0,0.887,0.267,22685.0,35000.0,47075.0,0.899,60300.0,0.035,1.701,0.618,0.07,0.278,0.419,0.244,0.009,6399.0,"Heidelberg - Rosanna",0.693,60490.0,12692.0,42097.0,47133.0,151505.0,11472.0,28074.0,17225.5,66157.5,0.551,209011198,0.5,66730.5,0.296,54794.0,0.179,1.483
54165.0,0.395,43403.0,10.461,38018.0,0.784,4663.0,1.199,0.195,21690.5,26578.0,39028.5,0.906,48318.0,0.043,1.671,0.541,0.06,0.227,0.458,0.287,0.004,8342.0,"Heidelberg West",0.77,48552.0,8660.0,22195.0,40688.0,115511.0,9799.0,25366.0,17127.0,27722.0,0.539,209011199,0.574,58194.0,0.344,42769.5,0.136,1.001
66075.0,0.563,53543.0,9.861,46180.0,1.181,6154.0,0.725,0.25,26225.0,33656.0,48721.0,0.791,68493.0,0.039,1.406,0.515,0.07,0.298,0.404,0.197,0.012,6463.0,"Ivanhoe",0.585,61964.0,15971.5,43379.0,45569.5,221656.0,10766.0,22751.5,15234.0,64636.0,0.355,209011200,0.417,65698.0,0.269,49452.0,0.187,1.295
134446.0,0.38,48313.0,5.998,57999.0,0.764,3299.0,0.388,0.138,25895.5,33824.5,54277.0,0.505,67159.0,0.033,0.868,0.284,0.033,0.136,0.262,0.136,0.011,5311.5,"Ivanhoe East - Eaglemont",0.349,59310.5,15607.5,42298.0,45120.0,211038.0,9072.0,20255.0,15998.0,50311.0,0.228,209011201,0.221,70372.0,0.157,61309.0,0.147,0.754
76772.0,0.598,50362.0,11.91,52157.0,1.101,30522.0,0.806,0.354,32426.0,36452.5,46923.0,0.976,42174.0,0.031,1.567,0.752,0.075,0.24,0.49,0.328,0.01,7161.0,"Montmorency - Briar Hill",0.56,62723.0,18508.0,40552.0,44513.5,158493.0,9628.0,29727.0,18040.0,46968.0,0.901,209011202,0.582,71251.0,0.367,51480.0,0.217,1.552
64703.5,0.74,52567.0,12.658,52266.0,1.225,5426.0,0.915,0.277,35005.0,37398.0,47797.5,1.055,47302.0,0.029,1.687,1.066,0.095,0.264,0.531,0.312,0.01,8290.5,"Viewbank - Yallambie",0.657,64086.5,14602.5,37403.5,43801.5,80455.0,12385.5,29742.0,18136.0,62819.0,0.682,209011203,0.619,70914.0,0.312,49904.0,0.198,1.613
70423.0,0.331,51272.0,6.572,55769.5,0.514,6786.0,0.5,0.171,22375.5,35202.0,46889.5,0.618,47777.0,0.011,0.946,0.425,0.051,0.132,0.308,0.2,0.006,8705.0,"Watsonia",0.351,64737.0,13217.0,39251.0,44010.0,65775.0,5654.0,31069.0,19007.0,68141.0,0.495,209011204,0.348,66560.0,0.187,50096.0,0.108,0.677
70555.0,0.331,33190.0,7.879,35682.0,0.627,9022.0,0.92,0.161,12152.0,20632.0,42383.0,0.814,41098.0,0.038,0.867,0.317,0.036,0.153,0.359,0.195,0.006,6535.0,"Kingsbury",0.823,58206.0,9300.0,30928.0,34815.0,104462.0,10789.0,19834.5,13733.0,26783.0,0.311,209021205,0.416,66271.0,0.285,39773.0,0.124,0.827
57251.5,0.861,37335.0,19.852,38065.5,1.508,7718.0,2.54,0.359,23859.0,24407.5,37057.5,1.929,35015.0,0.088,2.284,1.157,0.121,0.344,0.842,0.643,0.012,9067.0,"Reservoir - East",1.831,50341.0,10500.0,28514.0,33227.0,47951.0,12957.0,28157.0,18777.0,33408.5,0.938,209021207,1.219,52444.0,0.62,38188.0,0.304,1.637
52176.5,0.846,41341.0,17.011,42981.0,1.239,6020.0,1.944,0.313,27894.0,27377.0,39999.5,1.635,44873.0,0.073,1.912,0.924,0.119,0.315,0.77,0.532,0.025,8259.0,"Reservoir - West",1.508,55261.0,12593.0,29429.0,36331.5,46738.0,13875.5,26805.0,19786.0,46207.0,0.984,209021208,1.097,63665.0,0.533,41370.0,0.274,1.389
56213.0,0.714,42296.0,16.757,44044.0,1.468,4985.0,1.858,0.397,24191.0,26264.0,38503.0,1.582,49820.5,0.079,1.906,0.958,0.103,0.452,0.673,0.405,0.009,7635.0,"Preston - East",1.659,57572.0,10521.0,29069.0,40901.0,107946.0,14603.0,27077.5,18237.0,31577.0,0.691,209021428,0.906,64625.0,0.498,37881.5,0.258,1.68
68221.5,0.456,46666.0,10.088,41904.0,0.948,3902.5,1.009,0.257,22082.5,28017.0,46873.0,0.919,50476.0,0.042,1.095,0.634,0.07,0.293,0.361,0.266,0.01,7737.0,"Preston - West",0.837,59160.0,12242.0,33219.0,41024.5,120693.0,8150.5,28033.0,17093.0,45460.5,0.389,209021429,0.444,69553.5,0.314,43595.0,0.162,1.268
87449.5,0.861,51386.5,17.77,66287.0,1.68,28313.0,1.182,0.605,31159.5,34921.0,41422.0,1.537,49826.0,0.041,2.207,1.003,0.108,0.397,0.797,0.415,0.034,7118.5,"Eltham",0.809,69036.5,16046.5,33475.5,40732.5,113183.0,8239.0,27885.0,17781.0,38173.0,1.268,209031209,0.934,68716.0,0.554,59301.0,0.361,2.454
71585.0,0.075,44442.5,2.701,44018.0,0.166,23712.0,0.18,0.07,25074.5,31553.5,49271.5,0.227,19778.5,0.013,0.35,0.196,0.022,0.057,0.089,0.084,0.004,4694.5,"Hurstbridge",0.142,62940.0,17985.0,22699.0,38752.0,119924.5,10057.0,27489.5,18580.0,40000.0,0.247,209031210,0.138,66478.0,0.108,54905.0,0.04,0.413
78060.0,0.107,38670.0,2.687,49231.0,0.141,22195.5,0.189,0.065,31754.0,30953.0,53956.0,0.155,25680.5,0.063,0.254,0.197,0.016,0.025,0.111,0.089,null,8756.5,"Kinglake",0.189,38813.0,16440.0,28479.0,31714.0,null,12030.5,22911.0,20320.0,8746.5,0.277,209031211,0.233,66394.0,0.125,44416.0,0.052,0.234
81755.0,0.118,39192.5,3.683,52442.5,0.28,20124.0,0.229,0.096,19941.0,28698.0,36586.5,0.276,40570.0,0.04,0.387,0.199,0.023,0.057,0.191,0.077,0.007,5313.0,"Panton Hill - St Andrews",0.214,65456.5,15417.0,36483.5,40209.0,27019.5,7154.0,23038.0,13786.5,33926.0,0.461,209031212,0.246,58179.0,0.109,38494.5,0.077,0.454
68031.0,0.37,47986.0,7.17,54970.0,0.571,42000.0,0.48,0.221,39692.5,34219.0,45712.0,0.667,45548.0,0.018,0.779,0.394,0.051,0.131,0.392,0.223,0.009,5198.5,"Plenty - Yarrambat",0.408,60641.0,13443.0,37223.0,38885.0,133230.0,9470.0,30237.0,17626.5,68948.0,0.722,209031213,0.379,69543.5,0.197,61983.0,0.157,0.723
75666.0,0.205,49631.0,5.011,58264.5,0.518,10939.0,0.314,0.141,24110.0,32334.0,43360.5,0.411,30946.5,0.031,0.529,0.253,0.036,0.11,0.237,0.113,0.007,6000.0,"Research - North Warrandyte",0.258,65116.0,17921.0,37971.0,35989.0,194188.0,6804.0,25010.0,15673.0,36332.0,0.497,209031214,0.252,67955.5,0.171,65612.0,0.096,0.631
63429.5,0.488,46987.0,11.046,59852.0,0.72,16343.5,0.725,0.287,28363.0,34392.0,46337.0,1.058,41769.0,0.033,1.435,0.65,0.072,0.176,0.516,0.305,0.002,5959.0,"Wattle Glen - Diamond Creek",0.567,64777.0,20154.0,33000.0,36450.5,133317.0,8518.5,31395.0,17305.0,45080.0,1.116,209031215,0.638,71611.5,0.382,61059.5,0.183,1.327
68839.5,0.3,30966.5,5.429,51153.0,0.433,6106.0,0.532,0.083,29880.0,26356.0,46651.5,0.634,46158.0,0.025,0.679,0.248,0.024,0.095,0.296,0.212,null,6170.5,"Bundoora - North",0.376,59475.0,10691.5,21243.0,34790.0,null,7560.0,22432.0,16059.5,43856.5,0.26,209041216,0.323,65877.0,0.151,43658.5,0.12,0.434
63732.5,0.152,33216.0,4.259,40486.0,0.265,8302.0,0.421,0.069,29141.5,26382.0,42052.5,0.474,31071.0,0.014,0.525,0.222,0.029,0.061,0.235,0.175,null,8262.0,"Bundoora - West",0.353,52996.0,10026.5,29291.0,34270.0,null,15831.0,22656.0,18205.0,44134.0,0.256,209041217,0.314,54257.0,0.137,46002.0,0.064,0.334
45810.5,0.615,37241.0,13.774,38834.5,0.743,17369.0,1.816,0.17,17689.0,26115.5,39320.0,1.493,42069.0,0.046,1.446,0.604,0.078,0.162,0.685,0.589,0.012,8283.0,"Lalor",1.212,53733.0,11992.0,24012.0,33410.0,41395.0,15617.0,27839.0,19973.0,43175.5,0.764,209041219,1.348,47258.0,0.475,41977.5,0.207,0.741
68630.5,0.667,42483.0,13.564,47261.5,0.833,9317.5,1.342,0.24,31060.5,30588.0,39826.0,1.697,44125.5,0.029,1.66,0.64,0.091,0.203,0.684,0.565,0.006,7873.0,"Mill Park - North",0.859,58927.0,13850.0,31044.0,35766.0,28538.0,11041.0,26552.0,18391.0,53951.0,0.87,209041220,0.997,63481.5,0.424,50846.0,0.257,1.101
58505.0,0.353,41384.0,8.631,42524.0,0.503,14230.0,0.881,0.187,25062.5,30992.0,44971.0,0.945,39108.0,0.033,1.145,0.463,0.071,0.109,0.432,0.413,0.007,8897.0,"Mill Park - South",0.542,59577.0,13779.5,33513.0,37375.0,60766.0,10693.0,26552.0,21859.0,35394.0,0.549,209041221,0.644,54127.0,0.245,47122.0,0.128,0.711
51245.0,0.509,33341.5,12.466,35827.0,0.654,8985.5,1.787,0.146,18538.0,24569.0,36508.0,1.327,37207.5,0.047,1.243,0.591,0.098,0.136,0.615,0.541,0.006,8667.0,"Thomastown",1.054,51037.0,11394.0,26184.0,32500.0,87539.0,12386.5,23937.0,20309.5,46769.5,0.703,209041223,1.31,44215.0,0.428,40994.0,0.176,0.579
58150.5,0.533,40467.0,13.082,48117.5,0.59,16916.0,1.193,0.204,34947.0,34154.0,40989.0,1.252,27437.0,0.068,1.398,0.815,0.107,0.117,0.706,0.797,0.032,7634.5,"Wallan",0.866,55120.0,18072.0,34208.5,34435.5,69305.0,10036.0,32555.0,26428.5,53202.0,1.334,209041224,1.088,64483.5,0.427,52423.0,0.215,0.847
72723.0,0.236,42184.0,5.555,50605.0,0.238,7343.5,0.375,0.129,33200.0,32390.5,40530.0,0.565,14373.0,0.035,0.613,0.325,0.042,0.042,0.254,0.247,0.008,6181.0,"Whittlesea",0.295,53409.0,20800.0,43966.5,34950.0,118925.0,5277.5,33570.0,16621.5,41793.0,0.741,209041225,0.373,64052.5,0.215,53017.0,0.103,0.454
61096.0,0.787,47003.0,16.484,51848.0,0.881,15063.0,1.443,0.317,29096.0,35216.0,49028.0,1.621,36933.0,0.052,2.158,0.906,0.147,0.201,0.824,0.643,0.016,8315.0,"Doreen",0.857,55000.0,15615.0,33366.0,36413.0,86703.0,8181.0,33589.0,22090.5,54221.5,1.575,209041430,1.061,67304.0,0.568,53899.0,0.336,1.531
55181.5,0.397,35704.0,9.274,41128.0,0.442,13858.5,1.07,0.132,24700.0,28967.0,42739.0,1.114,31690.0,0.031,1.205,0.479,0.072,0.121,0.478,0.442,0.011,8740.0,"Epping - East",0.666,54230.0,12813.0,32053.5,35962.5,40526.0,9087.0,27792.0,22220.0,48706.0,0.551,209041431,0.844,55030.0,0.266,43324.0,0.144,0.497
64151.0,0.22,36453.0,5.77,39497.0,0.284,20752.5,0.754,0.072,27362.0,26552.0,41066.0,0.631,40558.0,0.02,0.72,0.263,0.036,0.064,0.281,0.292,null,7697.5,"Epping - South",0.512,57426.0,11838.0,19519.5,32154.0,null,20062.0,22709.0,20214.0,42361.0,0.317,209041432,0.526,46786.0,0.181,43999.5,0.072,0.293
54834.0,0.353,49940.0,7.802,41219.0,0.469,26511.0,0.956,0.094,19014.0,30979.0,39499.0,0.844,49920.0,0.012,1.192,0.351,0.06,0.143,0.338,0.383,null,7243.0,"Epping - West",0.524,55217.0,11305.5,30522.0,37457.0,null,10174.0,36700.0,22279.0,60627.5,0.397,209041433,0.668,52418.0,0.201,49801.5,0.143,0.379
60549.0,0.676,43493.5,14.384,48634.0,0.861,15990.0,1.599,0.226,25995.0,32945.0,42596.0,1.562,38564.0,0.036,2.175,0.815,0.134,0.223,0.649,0.588,0.017,11479.0,"Mernda",0.809,58420.0,12923.0,30550.0,35459.0,93579.0,13721.0,34662.5,24230.5,44483.5,1.001,209041434,0.958,61908.5,0.417,52498.0,0.252,0.913
74006.0,0.442,48229.5,9.367,46601.5,0.553,13127.0,0.912,0.166,27934.5,33071.0,46788.0,1.11,40064.5,0.019,1.214,0.528,0.072,0.138,0.437,0.414,0.006,6608.0,"South Morang (North)",0.557,64909.0,14853.0,29000.0,36943.0,110488.5,11289.5,28824.5,20203.0,69618.5,0.674,209041435,0.694,62995.0,0.279,51826.0,0.188,0.644
68204.0,0.387,43171.0,8.887,46724.0,0.535,17100.0,0.874,0.167,24848.0,32446.0,41988.0,1.077,39775.0,0.02,1.267,0.444,0.068,0.13,0.434,0.375,0.003,7900.5,"South Morang (South)",0.508,61128.5,12791.5,31231.0,41352.0,99593.0,10342.0,26371.0,20869.0,60328.0,0.638,209041436,0.65,62628.0,0.222,54883.0,0.142,0.644
59112.0,0.404,49709.5,8.355,47360.5,0.444,26866.5,1.092,0.093,33015.0,32845.5,44863.0,0.819,48068.0,0.024,1.242,0.391,0.075,0.127,0.351,0.415,null,11229.0,"Wollert",0.56,61654.0,11531.5,30071.5,38982.0,null,24467.5,36182.0,23003.0,59555.0,0.454,209041437,0.681,54727.5,0.23,47900.0,0.118,0.463
74252.0,0.288,44289.5,5.655,48439.0,0.399,8867.0,0.551,0.135,27319.0,38577.5,51343.0,0.525,47060.0,0.012,0.569,0.348,0.029,0.089,0.278,0.383,null,12470.0,"Airport West",0.337,65796.0,13685.5,47610.0,41244.5,null,10684.0,43689.0,20558.0,41441.0,0.444,210011226,0.32,68079.0,0.152,52209.0,0.12,0.474
null,null,null,0.015,null,null,null,null,null,null,32483.0,null,null,null,null,null,null,null,null,null,null,null,null,"Essendon Airport",null,null,null,null,null,null,null,null,null,null,null,210011227,null,null,null,null,null,null
55230.0,0.297,45000.0,6.195,45610.0,0.402,13409.0,0.597,0.165,26095.5,31176.5,45000.0,0.653,28543.0,0.019,0.49,0.332,0.034,0.088,0.369,0.394,0.007,8883.5,"Keilor",0.355,53786.5,13118.0,44599.0,40964.0,55672.5,6859.5,37654.0,17999.0,58986.0,0.503,210011228,0.387,61679.5,0.207,54279.5,0.154,0.567
71194.5,1.005,44965.0,17.221,48681.0,1.324,3863.0,1.692,0.457,26724.5,33595.0,47520.0,1.88,52524.5,0.049,1.731,0.935,0.134,0.323,0.856,0.825,0.014,7992.0,"Keilor East",0.981,59745.0,16084.0,31250.5,40167.0,151101.0,8076.0,35583.0,18797.0,54528.0,1.086,210011229,0.99,66192.0,0.526,51618.0,0.369,1.472
84164.0,0.325,47682.0,5.475,53340.0,0.472,11142.5,0.51,0.143,26158.0,34324.0,50992.0,0.491,54881.0,0.014,0.507,0.31,0.029,0.102,0.22,0.297,0.005,6254.0,"Niddrie - Essendon West",0.388,59127.0,12126.0,34865.0,45441.0,189560.0,9742.0,34328.0,18888.0,49388.0,0.359,210011230,0.316,66063.0,0.144,53299.0,0.125,0.543
94152.0,0.427,48409.0,7.366,52647.0,0.726,7200.0,0.547,0.227,26319.0,34811.5,43276.0,0.698,49530.0,0.026,0.849,0.377,0.036,0.14,0.36,0.333,0.008,4896.0,"Strathmore",0.381,64969.0,15211.0,43792.5,43403.0,76252.0,7678.5,30348.0,16182.0,65257.0,0.433,210011231,0.344,68446.0,0.235,53998.0,0.15,0.837
